"","num","Differences","sequencename"
"1",1,643,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"7411",7411,59,"gi|110333233|gb|CY012354.1|A/Waikato/156/2003_H3N2_|22_Jun_2003|2003|New_Zealand|OC"
"7412",7412,59,"gi|83751996|gb|CY007181.1|A/South_Canterbury/433/2003_H3N2_|22_Aug_2003|2003|New_Zealand|OC"
"7413",7413,59,"gi|83727808|gb|CY006925.1|A/Canterbury/382/2003_H3N2_|14_Jul_2003|2003|New_Zealand|OC"
"7414",7414,77,"gi|380507020|gb|CY088224.1|A/England/520/2003_H3N2_|20_Nov_2003|2003|United_Kingdom|EU"
"7415",7415,77,"gi|380506811|gb|CY088136.1|A/Scotland/78/2003_H3N2_|07_Nov_2003|2003|United_Kingdom|EU"
"7416",7416,77,"gi|380506716|gb|CY088096.1|A/Scotland/71/2003_H3N2_|04_Nov_2003|2003|United_Kingdom|EU"
"7417",7417,77,"gi|380506601|gb|CY088048.1|A/Scotland/61/2003_H3N2_|26_Oct_2003|2003|United_Kingdom|EU"
"7418",7418,78,"gi|380506506|gb|CY088008.1|A/Scotland/50/2003_H3N2_|Nov_2003|2003|United_Kingdom|EU"
"7419",7419,83,"gi|327365725|gb|JF710730.1|A/Scotland/50/2003_H3N2_|2003|2003|United_Kingdom|EU"
"7420",7420,76,"gi|525553534|gb|KF314602.1|A/India/P035404/2003_H3N2_|22_Jul_2003|2003|India|AS"
"7421",7421,75,"gi|525553532|gb|KF314601.1|A/India/P035403/2003_H3N2_|22_Jul_2003|2003|India|AS"
"7422",7422,76,"gi|380508063|gb|CY107180.1|A/England/584/2003_H3N2_|16_Nov_2003|2003|United_Kingdom|EU"
"7423",7423,76,"gi|380507534|gb|CY088440.1|A/England/584/2003_H3N2_|16_Nov_2003|2003|United_Kingdom|EU"
"7424",7424,77,"gi|380507134|gb|CY088272.1|A/England/585/2003_H3N2_|25_Nov_2003|2003|United_Kingdom|EU"
"7425",7425,60,"gi|225907825|gb|CY038569.1|A/Hong_Kong/HKU2/2004_H3N2_|13_Feb_2004|2004|Hong_Kong|EU"
"7426",7426,60,"gi|61970400|gb|CY000515.1|A/New_York/11/2003_H3N2_|31_Oct_2003|2003|USA|NA"
"7427",7427,61,"gi|62869905|gb|CY000911.1|A/New_York/14/2003_H3N2_|03_Dec_2003|2003|USA|NA"
"7428",7428,92,"gi|149132936|gb|EF674863.1|A/Sachsen/4/04_H3N2_|2004|2004|Germany|EU"
"7429",7429,106,"gi|525553540|gb|KF314605.1|A/India/P036800/2003_H3N2_|11_Aug_2003|2003|India|AS"
"7430",7430,75,"gi|525553530|gb|KF314600.1|A/India/P035402/2003_H3N2_|22_Jul_2003|2003|India|AS"
"7431",7431,75,"gi|525553524|gb|KF314597.1|A/India/P032698/2003_H3N2_|11_Apr_2003|2003|India|AS"
"7432",7432,61,"gi|89113258|gb|CY009246.1|A/New_York/477/2003_H3N2_|19_Nov_2003|2003|USA|NA"
"7433",7433,59,"gi|387535075|gb|CY118676.1|A/Malaysia/25920/2003_H3N2_|30_Sep_2003|2003|Malaysia|AS"
"7434",7434,59,"gi|334184753|gb|CY091119.1|A/Missouri/NHRC0002/2004_H3N2_|09_Jan_2004|2004|USA|NA"
"7435",7435,62,"gi|59940389|gb|CY000123.1|A/New_York/12/2003_H3N2_|13_Dec_2003|2003|USA|NA"
"7436",7436,59,"gi|61927128|gb|CY000355.1|A/New_York/21/2003_H3N2_|26_Nov_2003|2003|USA|NA"
"7437",7437,58,"gi|63033398|gb|CY001098.1|A/New_York/39/2003_H3N2_|04_Dec_2003|2003|USA|NA"
"7438",7438,58,"gi|59896412|gb|CY000179.1|A/New_York/44/2003_H3N2_|08_Dec_2003|2003|USA|NA"
"7439",7439,58,"gi|59896322|gb|CY000043.1|A/New_York/34/2003_H3N2_|03_Dec_2003|2003|USA|NA"
"7440",7440,58,"gi|63034459|gb|CY001223.1|A/New_York/65/2003_H3N2_|29_Dec_2003|2003|USA|NA"
"7441",7441,58,"gi|63033919|gb|CY001114.1|A/New_York/27/2003_H3N2_|28_Oct_2003|2003|USA|NA"
"7442",7442,61,"gi|62198800|gb|CY000771.1|A/New_York/25/2003_H3N2_|16_Dec_2003|2003|USA|NA"
"7443",7443,58,"gi|61970418|gb|CY000523.1|A/New_York/29/2003_H3N2_|12_Dec_2003|2003|USA|NA"
"7444",7444,58,"gi|61927325|gb|CY000379.1|A/New_York/49/2003_H3N2_|18_Dec_2003|2003|USA|NA"
"7445",7445,58,"gi|60738680|gb|CY000267.1|A/New_York/53/2003_H3N2_|11_Dec_2003|2003|USA|NA"
"7446",7446,59,"gi|63033379|gb|CY001090.1|A/New_York/24/2003_H3N2_|01_Dec_2003|2003|USA|NA"
"7447",7447,59,"gi|61927176|gb|CY000363.1|A/New_York/22/2003_H3N2_|02_Dec_2003|2003|USA|NA"
"7448",7448,75,"gi|380507267|gb|CY088328.1|A/England/508/2003_H3N2_|27_Nov_2003|2003|United_Kingdom|EU"
"7449",7449,57,"gi|334189249|gb|CY091463.1|A/California/NHRC0006/2003_H3N2_|10_Dec_2003|2003|USA|NA"
"7450",7450,58,"gi|62198818|gb|CY000779.1|A/New_York/38/2003_H3N2_|21_Dec_2003|2003|USA|NA"
"7451",7451,56,"gi|59896250|gb|CY000131.1|A/New_York/16/2003_H3N2_|11_Nov_2003|2003|USA|NA"
"7452",7452,58,"gi|63053480|gb|CY000139.1|A/New_York/26/2003_H3N2_|02_Dec_2003|2003|USA|NA"
"7453",7453,58,"gi|67058972|gb|CY001634.1|A/New_York/268/2003_H3N2_|27_Nov_2003|2003|USA|NA"
"7454",7454,63,"gi|67044341|gb|CY001514.1|A/New_York/58/2003_H3N2_|16_Dec_2003|2003|USA|NA"
"7455",7455,57,"gi|62198836|gb|CY000787.1|A/New_York/46/2003_H3N2_|09_Dec_2003|2003|USA|NA"
"7456",7456,57,"gi|61927231|gb|CY000371.1|A/New_York/31/2004_H3N2_|05_Jan_2004|2004|USA|NA"
"7457",7457,57,"gi|61927079|gb|CY000347.1|A/New_York/15/2003_H3N2_|12_Nov_2003|2003|USA|NA"
"7458",7458,57,"gi|59896448|gb|CY000075.1|A/New_York/47/2003_H3N2_|12_Dec_2003|2003|USA|NA"
"7459",7459,130,"gi|525553360|gb|KF314515.1|A/India/D0512585/2005_H3N2_|30_Jul_2005|2005|India|AS"
"7460",7460,103,"gi|525553520|gb|KF314595.1|A/India/P031744/2003_H3N2_|03_Mar_2003|2003|India|AS"
"7461",7461,99,"gi|525553236|gb|KF314453.1|A/India/D0512577/2004_H3N2_|24_Dec_2004|2004|India|AS"
"7462",7462,77,"gi|525553538|gb|KF314604.1|A/India/P036689/2003_H3N2_|07_Aug_2003|2003|India|AS"
"7463",7463,100,"gi|525553238|gb|KF314454.1|A/India/D058683/2005_H3N2_|01_Jul_2005|2005|India|AS"
"7464",7464,55,"gi|194269418|gb|EU857268.1|A/Hong_Kong/CUHK33915/1999_H3N2_|30_Oct_1999|1999|China|AS"
"7465",7465,62,"gi|115289695|gb|CY015678.1|A/Western_Australia/13/2001_H3N2_|11_Jul_2001|2001|Australia|OC"
"7466",7466,55,"gi|194269194|gb|EU857156.1|A/Hong_Kong/CUHK17697/1998_H3N2_|16_Aug_1998|1998|China|AS"
"7467",7467,61,"gi|77917302|gb|CY003795.1|A/New_York/423/1999_H3N2_|16_Dec_1999|1999|USA|NA"
"7468",7468,63,"gi|82542585|gb|CY006661.1|A/New_York/435/2000_H3N2_|09_Jan_2000|2000|USA|NA"
"7469",7469,78,"gi|66353856|gb|CY001383.1|A/New_York/145/1999_H3N2_|09_Nov_1999|1999|USA|NA"
"7470",7470,60,"gi|334181865|gb|CY090887.1|A/Georgia/NHRC0001/1999_H3N2_|12_Oct_1999|1999|USA|NA"
"7471",7471,60,"gi|63033939|gb|CY001122.1|A/New_York/137/1999_H3N2_|04_Oct_1999|1999|USA|NA"
"7472",7472,60,"gi|62870031|gb|CY000991.1|A/New_York/138/1999_H3N2_|03_Oct_1999|1999|USA|NA"
"7473",7473,75,"gi|149132944|gb|EF674866.1|A/Berlin/185/99_H3N2_|1999|1999|Germany|EU"
"7474",7474,58,"gi|115291145|gb|CY016078.1|A/New_South_Wales/20/1999_H3N2_|1999|1999|Australia|OC"
"7475",7475,58,"gi|383280012|gb|CY114495.1|A/Netherlands/301/1999_H3N2_|01_Oct_1999|1999|Netherlands|EU"
"7476",7476,58,"gi|71564656|gb|CY001994.1|A/New_York/332/1999_H3N2_|02/17/1999|1999|USA|NA"
"7477",7477,57,"gi|115521716|gb|CY016557.1|A/New_South_Wales/21/1999_H3N2_|1999|1999|Australia|OC"
"7478",7478,55,"gi|194269216|gb|EU857167.1|A/Hong_Kong/CUHK18886/1998_H3N2_|03_Oct_1998|1998|China|AS"
"7479",7479,57,"gi|194269192|gb|EU857155.1|A/Hong_Kong/CUHK17643/1998_H3N2_|14_Aug_1998|1998|China|AS"
"7480",7480,56,"gi|194269190|gb|EU857154.1|A/Hong_Kong/CUHK17603/1998_H3N2_|12_Aug_1998|1998|China|AS"
"7481",7481,57,"gi|194269196|gb|EU857157.1|A/Hong_Kong/CUHK17704/1998_H3N2_|17_Aug_1998|1998|China|AS"
"7482",7482,55,"gi|194269210|gb|EU857164.1|A/Hong_Kong/CUHK18351/1998_H3N2_|10_Sep_1998|1998|China|AS"
"7483",7483,55,"gi|194269214|gb|EU857166.1|A/Hong_Kong/CUHK18610/1998_H3N2_|21_Sep_1998|1998|China|AS"
"7484",7484,56,"gi|194269206|gb|EU857162.1|A/Hong_Kong/CUHK18218/1998_H3N2_|05_Sep_1998|1998|China|AS"
"7485",7485,55,"gi|194269186|gb|EU857152.1|A/Hong_Kong/CUHK16614/1998_H3N2_|13_Jul_1998|1998|China|AS"
"7486",7486,78,"gi|149132951|gb|EF674868.1|A/Mecklenburg_Vorpommern/9/99_H3N2_|1999|1999|Germany|EU"
"7487",7487,59,"gi|77747271|gb|CY003626.1|A/New_York/458/1999_H3N2_|22_Jan_1999|1999|USA|NA"
"7488",7488,59,"gi|77747233|gb|CY003610.1|A/New_York/456/1999_H3N2_|15_Jan_1999|1999|USA|NA"
"7489",7489,59,"gi|68509991|gb|CY001906.1|A/New_York/335/1999_H3N2_|01/20/1999|1999|USA|NA"
"7490",7490,63,"gi|77917321|gb|CY003803.1|A/New_York/428/1999_H3N2_|28_Sep_1999|1999|USA|NA"
"7491",7491,74,"gi|66473451|gb|CY001415.1|A/New_York/263/1999_H3N2_|10_Feb_1999|1999|USA|NA"
"7492",7492,58,"gi|72545862|gb|CY002162.1|A/New_York/316/1999_H3N2_|01/26/1999|1999|USA|NA"
"7493",7493,57,"gi|387534619|gb|CY118484.1|A/Malaysia/10877/1996_H3N2_|25_Sep_1996|1996|Malaysia|AS"
"7494",7494,58,"gi|377826453|gb|CY110761.1|A/Kunming/1_Va10/2005_H3N2_|30_Nov_2005|2005|China|AS"
"7495",7495,56,"gi|383214721|gb|CY112919.1|A/Panama/2007/1999_H3N2_|1999|1999|Panama|NA"
"7496",7496,56,"gi|194352299|gb|CY034102.1|A/Panama/2007/1999_H3N2_|1999|1999|Panama|NA"
"7497",7497,56,"gi|194269488|gb|EU857303.1|A/Hong_Kong/CUHK50552/1998_H3N2_|21_Dec_1998|1998|China|AS"
"7498",7498,56,"gi|194269494|gb|EU857306.1|A/Hong_Kong/CUHK50722/1998_H3N2_|30_Dec_1998|1998|China|AS"
"7499",7499,56,"gi|67062587|gb|CY001674.1|A/New_York/287/1998_H3N2_|29_Dec_1998|1998|USA|NA"
"7500",7500,56,"gi|66473599|gb|CY001495.1|A/New_York/250/1998_H3N2_|12_Dec_1998|1998|USA|NA"
"7501",7501,56,"gi|71564618|gb|CY001978.1|A/New_York/324/1999_H3N2_|01/26/1999|1999|USA|NA"
"7502",7502,55,"gi|67058333|gb|CY001618.1|A/New_York/265/1999_H3N2_|29_Jan_1999|1999|USA|NA"
"7503",7503,55,"gi|71564599|gb|CY001970.1|A/New_York/278/1999_H3N2_|02/04/1999|1999|USA|NA"
"7504",7504,55,"gi|68509734|gb|CY001882.1|A/New_York/327/1999_H3N2_|03/24/1999|1999|USA|NA"
"7505",7505,55,"gi|68509277|gb|CY001834.1|A/New_York/315/1999_H3N2_|01/06/1999|1999|USA|NA"
"7506",7506,56,"gi|115521602|gb|CY016509.1|A/New_South_Wales/2/1999_H3N2_|1999|1999|Australia|OC"
"7507",7507,56,"gi|115521697|gb|CY016549.1|A/New_South_Wales/16/1999_H3N2_|1999|1999|Australia|OC"
"7508",7508,55,"gi|115291126|gb|CY016070.1|A/New_South_Wales/13/1999_H3N2_|1999|1999|Australia|OC"
"7509",7509,130,"gi|469937470|gb|KC739135.1|A/Taiwan/317/1998_H3N2_|27_Jun_1998|1998|Taiwan|AS"
"7510",7510,57,"gi|194269188|gb|EU857153.1|A/Hong_Kong/CUHK17464/1998_H3N2_|06_Aug_1998|1998|China|AS"
"7511",7511,49,"gi|194269122|gb|EU857120.1|A/Hong_Kong/CUHK12160/1997_H3N2_|10_May_1997|1997|China|AS"
"7512",7512,53,"gi|194269198|gb|EU857158.1|A/Hong_Kong/CUHK17707/1998_H3N2_|18_Aug_1998|1998|China|AS"
"7513",7513,53,"gi|194269212|gb|EU857165.1|A/Hong_Kong/CUHK18358/1998_H3N2_|10_Sep_1998|1998|China|AS"
"7514",7514,54,"gi|115521621|gb|CY016517.1|A/New_South_Wales/5/1999_H3N2_|1999|1999|Australia|OC"
"7515",7515,46,"gi|86848962|gb|CY008814.1|A/Hutt/82/2000_H3N2_|21_Sep_2000|2000|New_Zealand|OC"
"7516",7516,45,"gi|112788485|gb|CY013391.1|A/Waikato/16/2000_H3N2_|27_Sep_2000|2000|New_Zealand|OC"
"7517",7517,48,"gi|110733928|gb|CY013058.1|A/Waikato/9/2000_H3N2_|19_Sep_2000|2000|New_Zealand|OC"
"7518",7518,45,"gi|106895938|gb|CY011066.1|A/Canterbury/62/2000_H3N2_|04_Sep_2000|2000|New_Zealand|OC"
"7519",7519,45,"gi|89113505|gb|CY009166.1|A/Canterbury/61/2000_H3N2_|06_Sep_2000|2000|New_Zealand|OC"
"7520",7520,45,"gi|89112284|gb|CY009150.1|A/Canterbury/58/2000_H3N2_|05_Sep_2000|2000|New_Zealand|OC"
"7521",7521,47,"gi|383279613|gb|CY114327.1|A/Netherlands/124/2001_H3N2_|20_Mar_2001|2001|Netherlands|EU"
"7522",7522,131,"gi|469937488|gb|KC739144.1|A/Taiwan/384/2001_H3N2_|04_Dec_2001|2001|Taiwan|AS"
"7523",7523,46,"gi|110733966|gb|CY013074.1|A/Waikato/5/2001_H3N2_|15_May_2001|2001|New_Zealand|OC"
"7524",7524,45,"gi|387534961|gb|CY118628.1|A/Malaysia/17998/1998_H3N2_|09_Aug_1998|1998|Malaysia|AS"
"7525",7525,44,"gi|89781151|gb|CY009558.1|A/Canterbury/07/2001_H3N2_|09_May_2001|2001|New_Zealand|OC"
"7526",7526,44,"gi|194269154|gb|EU857136.1|A/Hong_Kong/CUHK13172/2001_H3N2_|07_Mar_2001|2001|China|AS"
"7527",7527,43,"gi|90571596|gb|CY009950.1|A/Canterbury/06/2001_H3N2_|17_Apr_2001|2001|New_Zealand|OC"
"7528",7528,43,"gi|387535018|gb|CY118652.1|A/Malaysia/18128/1998_H3N2_|21_Sep_1998|1998|Malaysia|AS"
"7529",7529,43,"gi|387534999|gb|CY118644.1|A/Malaysia/18121/1998_H3N2_|21_Sep_1998|1998|Malaysia|AS"
"7530",7530,43,"gi|194269516|gb|EU857317.1|A/Hong_Kong/CUHK52247/2000_H3N2_|08_Dec_2000|2000|China|AS"
"7531",7531,48,"gi|109675899|gb|CY011618.1|A/Wellington/22/2001_H3N2_|09_Jul_2001|2001|New_Zealand|OC"
"7532",7532,47,"gi|89779306|gb|CY009438.1|A/Canterbury/149/2001_H3N2_|13_Aug_2001|2001|New_Zealand|OC"
"7533",7533,47,"gi|347440163|gb|CY009582.3|A/Canterbury/50/2001_H3N2_|12_Jul_2001|2001|New_Zealand|OC"
"7534",7534,46,"gi|347440179|gb|CY009854.3|A/Canterbury/146/2001_H3N2_|06_Aug_2001|2001|New_Zealand|OC"
"7535",7535,46,"gi|91124689|gb|CY010550.1|A/Canterbury/36/2001_H3N2_|06_Jul_2001|2001|New_Zealand|OC"
"7536",7536,46,"gi|89781837|gb|CY009590.1|A/Canterbury/140/2001_H3N2_|10_Aug_2001|2001|New_Zealand|OC"
"7537",7537,45,"gi|194269506|gb|EU857312.1|A/Hong_Kong/CUHK51424/2001_H3N2_|26_Dec_2001|2001|China|AS"
"7538",7538,37,"gi|371539675|gb|CY105192.1|A/HaNoi/1766/2001_H3N2_|2001|2001|Viet_Nam|AS"
"7539",7539,121,"gi|469937480|gb|KC739140.1|A/Taiwan/431/2000_H3N2_|22_Dec_2000|2000|Taiwan|AS"
"7540",7540,116,"gi|469937482|gb|KC739141.1|A/Taiwan/55/2001_H3N2_|12_Feb_2001|2001|Taiwan|AS"
"7541",7541,37,"gi|194269402|gb|EU857260.1|A/Hong_Kong/CUHK33406/2001_H3N2_|08_Aug_2001|2001|China|AS"
"7542",7542,36,"gi|194269510|gb|EU857314.1|A/Hong_Kong/CUHK51490/2001_H3N2_|28_Dec_2001|2001|China|AS"
"7543",7543,35,"gi|387238991|gb|CY117762.1|A/Malaysia/13328/1997_H3N2_|02_Aug_1997|1997|Malaysia|AS"
"7544",7544,35,"gi|387255455|gb|CY117802.1|A/Malaysia/13381/1997_H3N2_|06_Aug_1997|1997|Malaysia|AS"
"7545",7545,35,"gi|387534866|gb|CY118588.1|A/Malaysia/13094/1997_H3N2_|07_Jul_1997|1997|Malaysia|AS"
"7546",7546,35,"gi|387536044|gb|CY119084.1|A/Malaysia/12106/1997_H3N2_|14_Mar_1997|1997|Malaysia|AS"
"7547",7547,35,"gi|387534695|gb|CY118516.1|A/Malaysia/12132/1997_H3N2_|18_Mar_1997|1997|Malaysia|AS"
"7548",7548,54,"gi|387254428|gb|CY117794.1|A/Malaysia/17276/1998_H3N2_|29_May_1998|1998|Malaysia|AS"
"7549",7549,33,"gi|387242901|gb|CY117770.1|A/Malaysia/13329/1997_H3N2_|02_Aug_1997|1997|Malaysia|AS"
"7550",7550,35,"gi|387246836|gb|CY117778.1|A/Malaysia/14590/1997_H3N2_|06_Dec_1997|1997|Malaysia|AS"
"7551",7551,34,"gi|387534885|gb|CY118596.1|A/Malaysia/13246/1997_H3N2_|24_Jul_1997|1997|Malaysia|AS"
"7552",7552,117,"gi|469937474|gb|KC739137.1|A/Taiwan/429/1999_H3N2_|02_Sep_1999|1999|Taiwan|AS"
"7553",7553,32,"gi|194269386|gb|EU857252.1|A/Hong_Kong/CUHK31490/1999_H3N2_|06_Aug_1999|1999|China|AS"
"7554",7554,115,"gi|469937468|gb|KC739134.1|A/Taiwan/287/1998_H3N2_|20_Jun_1998|1998|Taiwan|AS"
"7555",7555,33,"gi|194269280|gb|EU857199.1|A/Hong_Kong/CUHK21932/2001_H3N2_|27_Apr_2001|2001|China|AS"
"7556",7556,33,"gi|194269356|gb|EU857237.1|A/Hong_Kong/CUHK27157/2000_H3N2_|05_Aug_2000|2000|China|AS"
"7557",7557,32,"gi|194269294|gb|EU857206.1|A/Hong_Kong/CUHK22162/2000_H3N2_|04_Mar_2000|2000|China|AS"
"7558",7558,33,"gi|194269404|gb|EU857261.1|A/Hong_Kong/CUHK33416/2001_H3N2_|09_Aug_2001|2001|China|AS"
"7559",7559,119,"gi|469937478|gb|KC739139.1|A/Taiwan/263/2000_H3N2_|14_Jul_2000|2000|Taiwan|AS"
"7560",7560,31,"gi|194269372|gb|EU857245.1|A/Hong_Kong/CUHK28501/2000_H3N2_|16_Sep_2000|2000|China|AS"
"7561",7561,31,"gi|194269346|gb|EU857232.1|A/Hong_Kong/CUHK26805/2000_H3N2_|22_Jul_2000|2000|China|AS"
"7562",7562,31,"gi|194269288|gb|EU857203.1|A/Hong_Kong/CUHK22072/2000_H3N2_|01_Mar_2000|2000|China|AS"
"7563",7563,34,"gi|194269354|gb|EU857236.1|A/Hong_Kong/CUHK26980/2000_H3N2_|30_Jul_2000|2000|China|AS"
"7564",7564,33,"gi|194269352|gb|EU857235.1|A/Hong_Kong/CUHK26969/2000_H3N2_|29_Jul_2000|2000|China|AS"
"7565",7565,31,"gi|131052550|gb|CY019991.1|A/Wellington/21/2000_H3N2_|19_Sep_2000|2000|New_Zealand|OC"
"7566",7566,31,"gi|109675842|gb|CY011594.1|A/Waikato/1/2000_H3N2_|09_Aug_2000|2000|New_Zealand|OC"
"7567",7567,31,"gi|194269258|gb|EU857188.1|A/Hong_Kong/CUHK21226/2001_H3N2_|04_Apr_2001|2001|China|AS"
"7568",7568,30,"gi|194269364|gb|EU857241.1|A/Hong_Kong/CUHK28038/2000_H3N2_|03_Sep_2000|2000|China|AS"
"7569",7569,30,"gi|194269362|gb|EU857240.1|A/Hong_Kong/CUHK27374/2000_H3N2_|12_Aug_2000|2000|China|AS"
"7570",7570,30,"gi|194269358|gb|EU857238.1|A/Hong_Kong/CUHK27183/2000_H3N2_|06_Aug_2000|2000|China|AS"
"7571",7571,30,"gi|194269350|gb|EU857234.1|A/Hong_Kong/CUHK26907/2000_H3N2_|27_Jul_2000|2000|China|AS"
"7572",7572,35,"gi|194269368|gb|EU857243.1|A/Hong_Kong/CUHK28044/2000_H3N2_|04_Sep_2000|2000|China|AS"
"7573",7573,33,"gi|194269370|gb|EU857244.1|A/Hong_Kong/CUHK28278/2000_H3N2_|10_Sep_2000|2000|China|AS"
"7574",7574,32,"gi|194269366|gb|EU857242.1|A/Hong_Kong/CUHK28040/2000_H3N2_|03_Sep_2000|2000|China|AS"
"7575",7575,34,"gi|194269308|gb|EU857213.1|A/Hong_Kong/CUHK22888/2001_H3N2_|28_May_2001|2001|China|AS"
"7576",7576,34,"gi|194269420|gb|EU857269.1|A/Hong_Kong/CUHK34114/2001_H3N2_|30_Aug_2001|2001|China|AS"
"7577",7577,34,"gi|194269342|gb|EU857230.1|A/Hong_Kong/CUHK24882/2001_H3N2_|23_Jul_2001|2001|China|AS"
"7578",7578,34,"gi|194269338|gb|EU857228.1|A/Hong_Kong/CUHK24760/2001_H3N2_|20_Jul_2001|2001|China|AS"
"7579",7579,34,"gi|194269334|gb|EU857226.1|A/Hong_Kong/CUHK24510/2001_H3N2_|15_Jul_2001|2001|China|AS"
"7580",7580,35,"gi|194269340|gb|EU857229.1|A/Hong_Kong/CUHK24825/2001_H3N2_|22_Jul_2001|2001|China|AS"
"7581",7581,31,"gi|194269348|gb|EU857233.1|A/Hong_Kong/CUHK26846/2000_H3N2_|25_Jul_2000|2000|China|AS"
"7582",7582,33,"gi|194269170|gb|EU857144.1|A/Hong_Kong/CUHK13510/2001_H3N2_|16_Mar_2001|2001|China|AS"
"7583",7583,117,"gi|469937486|gb|KC739143.1|A/Taiwan/160/2001_H3N2_|07_May_2001|2001|Taiwan|AS"
"7584",7584,32,"gi|194269400|gb|EU857259.1|A/Hong_Kong/CUHK33316/2001_H3N2_|06_Aug_2001|2001|China|AS"
"7585",7585,32,"gi|194269344|gb|EU857231.1|A/Hong_Kong/CUHK24985/2001_H3N2_|26_Jul_2001|2001|China|AS"
"7586",7586,32,"gi|194269150|gb|EU857134.1|A/Hong_Kong/CUHK13048/2001_H3N2_|06_Mar_2001|2001|China|AS"
"7587",7587,31,"gi|194269274|gb|EU857196.1|A/Hong_Kong/CUHK21734/2001_H3N2_|21_Apr_2001|2001|China|AS"
"7588",7588,59,"gi|148276827|gb|EF584347.1|A/Denmark/22511/1998_H3N2_|1998|1998|Denmark|EU"
"7589",7589,43,"gi|194269208|gb|EU857163.1|A/Hong_Kong/CUHK18230/1998_H3N2_|07_Sep_1998|1998|China|AS"
"7590",7590,42,"gi|194269202|gb|EU857160.1|A/Hong_Kong/CUHK18036/1998_H3N2_|31_Aug_1998|1998|China|AS"
"7591",7591,130,"gi|469937484|gb|KC739142.1|A/Taiwan/124/2001_H3N2_|14_Apr_2001|2001|Taiwan|AS"
"7592",7592,47,"gi|109914881|gb|CY011970.1|A/Waikato/1/2001_H3N2_|25_Apr_2001|2001|New_Zealand|OC"
"7593",7593,47,"gi|89781295|gb|CY009566.1|A/West_Coast/28/2001_H3N2_|04_Jul_2001|2001|New_Zealand|OC"
"7594",7594,47,"gi|89779287|gb|CY009430.1|A/West_Coast/55/2001_H3N2_|13_Jul_2001|2001|New_Zealand|OC"
"7595",7595,47,"gi|89779230|gb|CY009406.1|A/West_Coast/32/2001_H3N2_|03_Jul_2001|2001|New_Zealand|OC"
"7596",7596,49,"gi|89779211|gb|CY009398.1|A/Canterbury/10/2001_H3N2_|07_Jun_2001|2001|New_Zealand|OC"
"7597",7597,48,"gi|89779249|gb|CY009414.1|A/Canterbury/37/2001_H3N2_|09_Jul_2001|2001|New_Zealand|OC"
"7598",7598,49,"gi|347440147|gb|CY009574.3|A/Canterbury/43/2001_H3N2_|11_Jul_2001|2001|New_Zealand|OC"
"7599",7599,50,"gi|89779268|gb|CY009422.1|A/Canterbury/44/2001_H3N2_|11_Jul_2001|2001|New_Zealand|OC"
"7600",7600,41,"gi|194269360|gb|EU857239.1|A/Hong_Kong/CUHK27348/2000_H3N2_|11_Aug_2000|2000|China|AS"
"7601",7601,44,"gi|380745144|gb|CY111524.1|A/Western_Australia/6/2000_H3N2_|04_Oct_2000|2000|Australia|OC"
"7602",7602,40,"gi|71842591|gb|CY002114.1|A/Memphis/59/1999_H3N2_|1999|1999|USA|NA"
"7603",7603,44,"gi|115521355|gb|CY016405.1|A/Canterbury/75/2000_H3N2_|14_Sep_2000|2000|New_Zealand|OC"
"7604",7604,45,"gi|115289676|gb|CY015670.1|A/Western_Australia/11/2000_H3N2_|14_Oct_2000|2000|Australia|OC"
"7605",7605,46,"gi|118313769|gb|CY017397.1|A/South_Australia/77/2000_H3N2_|2000|2000|Australia|OC"
"7606",7606,42,"gi|115607959|gb|CY016757.1|A/South_Australia/68/2000_H3N2_|2000|2000|Australia|OC"
"7607",7607,44,"gi|115344722|gb|CY016270.1|A/New_South_Wales/33/2000_H3N2_|2000|2000|Australia|OC"
"7608",7608,43,"gi|146133776|gb|CY021919.1|A/South_Australia/16/2000_H3N2_|2000|2000|Australia|OC"
"7609",7609,43,"gi|115291240|gb|CY016118.1|A/New_South_Wales/36/2000_H3N2_|2000|2000|Australia|OC"
"7610",7610,161,"gi|631491218|gb|CY009086.2|A/Canterbury/96/2000_H3N2_|25_Oct_2000|2000|New_Zealand|OC"
"7611",7611,43,"gi|117573000|gb|CY017341.1|A/Western_Australia/7/2000_H3N2_|11_Sep_2000|2000|Australia|OC"
"7612",7612,46,"gi|117572962|gb|CY017325.1|A/Western_Australia/1/2000_H3N2_|12_Sep_2000|2000|Australia|OC"
"7613",7613,43,"gi|146759937|gb|CY021951.1|A/South_Australia/73/2000_H3N2_|2000|2000|Australia|OC"
"7614",7614,42,"gi|149779488|gb|CY022255.1|A/Western_Australia/4/2000_H3N2_|20_Sep_2000|2000|Australia|OC"
"7615",7615,42,"gi|145278636|gb|CY013897.2|A/Wellington/26/2000_H3N2_|2000|2000|New_Zealand|OC"
"7616",7616,45,"gi|115607845|gb|CY016709.1|A/South_Australia/59/2000_H3N2_|2000|2000|Australia|OC"
"7617",7617,42,"gi|110629448|gb|CY012626.1|A/Waikato/4/2000_H3N2_|28_Aug_2000|2000|New_Zealand|OC"
"7618",7618,42,"gi|112788504|gb|CY013399.1|A/Waikato/17/2000_H3N2_|22_Sep_2000|2000|New_Zealand|OC"
"7619",7619,43,"gi|115607940|gb|CY016749.1|A/South_Australia/67/2000_H3N2_|2000|2000|Australia|OC"
