"","num","Differences","sequencename"
"1",1,637,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"12293",12293,345,"gi|448271412|gb|KC459403.1|A/Japan/405/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12294",12294,345,"gi|448271410|gb|KC459402.1|A/Japan/405/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12295",12295,304,"gi|448270858|gb|KC459126.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12296",12296,349,"gi|448270854|gb|KC459124.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12297",12297,349,"gi|448270852|gb|KC459123.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12298",12298,349,"gi|448270850|gb|KC459122.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12299",12299,349,"gi|448270848|gb|KC459121.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12300",12300,349,"gi|448270846|gb|KC459120.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12301",12301,349,"gi|448270842|gb|KC459118.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12302",12302,345,"gi|448270832|gb|KC459113.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12303",12303,349,"gi|448270830|gb|KC459112.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12304",12304,349,"gi|448270828|gb|KC459111.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12305",12305,349,"gi|448270820|gb|KC459107.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12306",12306,349,"gi|448270818|gb|KC459106.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12307",12307,349,"gi|448270810|gb|KC459102.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12308",12308,349,"gi|448270806|gb|KC459100.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12309",12309,349,"gi|448270804|gb|KC459099.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12310",12310,345,"gi|448270800|gb|KC459097.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12311",12311,349,"gi|448270610|gb|KC459002.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12312",12312,349,"gi|448270606|gb|KC459000.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12313",12313,349,"gi|448270604|gb|KC458999.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12314",12314,345,"gi|448270602|gb|KC458998.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12315",12315,349,"gi|448270600|gb|KC458997.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12316",12316,349,"gi|448270598|gb|KC458996.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12317",12317,345,"gi|448270592|gb|KC458993.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12318",12318,349,"gi|448270586|gb|KC458990.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12319",12319,349,"gi|448270584|gb|KC458989.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12320",12320,346,"gi|448270582|gb|KC458988.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12321",12321,349,"gi|448270580|gb|KC458987.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12322",12322,349,"gi|448270578|gb|KC458986.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12323",12323,349,"gi|448270574|gb|KC458984.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12324",12324,349,"gi|448270572|gb|KC458983.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12325",12325,345,"gi|448270568|gb|KC458981.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12326",12326,349,"gi|448270566|gb|KC458980.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12327",12327,349,"gi|448270562|gb|KC458978.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12328",12328,346,"gi|448270558|gb|KC458976.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12329",12329,349,"gi|448270554|gb|KC458974.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12330",12330,349,"gi|448270550|gb|KC458972.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12331",12331,345,"gi|448270548|gb|KC458971.1|A/Japan/531/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12332",12332,349,"gi|448270440|gb|KC458917.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12333",12333,349,"gi|448270438|gb|KC458916.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12334",12334,349,"gi|448270436|gb|KC458915.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12335",12335,349,"gi|448270434|gb|KC458914.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12336",12336,349,"gi|448270432|gb|KC458913.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12337",12337,349,"gi|448270428|gb|KC458911.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12338",12338,349,"gi|448270426|gb|KC458910.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12339",12339,349,"gi|448270424|gb|KC458909.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12340",12340,349,"gi|448270422|gb|KC458908.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12341",12341,349,"gi|448270418|gb|KC458906.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12342",12342,349,"gi|448270416|gb|KC458905.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12343",12343,349,"gi|448270410|gb|KC458902.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12344",12344,349,"gi|448270408|gb|KC458901.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12345",12345,349,"gi|448270406|gb|KC458900.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12346",12346,349,"gi|448270402|gb|KC458898.1|A/Japan/547/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12347",12347,308,"gi|448268057|gb|KC457871.1|A/Japan/552/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12348",12348,308,"gi|448268047|gb|KC457866.1|A/Japan/545/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12349",12349,308,"gi|448268033|gb|KC457859.1|A/Japan/530/2008_H1N1_|11_Nov_2008|2008|Japan|AS"
"12350",12350,308,"gi|448267987|gb|KC457836.1|A/Japan/498/2008_H1N1_|06_Nov_2008|2008|Japan|AS"
"12351",12351,308,"gi|448267985|gb|KC457835.1|A/Japan/494/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12352",12352,308,"gi|448267973|gb|KC457829.1|A/Japan/482/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12353",12353,321,"gi|448267943|gb|KC457814.1|A/Japan/445/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12354",12354,321,"gi|448267941|gb|KC457813.1|A/Japan/444/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12355",12355,308,"gi|448267933|gb|KC457809.1|A/Japan/439/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12356",12356,308,"gi|448267893|gb|KC457789.1|A/Japan/409/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12357",12357,338,"gi|284466271|gb|CY043631.1|A/Nagasaki/07N014/2008_H1N1_|25_Feb_2008|2008|Japan|AS"
"12358",12358,338,"gi|284466179|gb|CY043585.1|A/Gunma/07G019/2008_H1N1_|25_Feb_2008|2008|Japan|AS"
"12359",12359,306,"gi|254927613|gb|GQ423408.1|A/Hong_Kong/84/2009_H1N1_|09_Jan_2009|2009|China|AS"
"12360",12360,305,"gi|392356682|gb|CY121650.1|A/Hong_Kong/1870/2008_H1N1_|2008|2008|Hong_Kong|EU"
"12361",12361,305,"gi|222433867|gb|FJ686990.1|A/Minnesota/24/2008_H1N1_|09_Jul_2008|2008|USA|NA"
"12362",12362,303,"gi|307087869|gb|HQ256605.1|A/Myanmar/M438/2008_H1N1_|17_Sep_2008|2008|Myanmar|AS"
"12363",12363,317,"gi|292671164|gb|CY045921.1|A/Vladivostok/08R62/2009_H1N1_|09_Feb_2009|2009|Russia|AS"
"12364",12364,315,"gi|292671116|gb|CY045897.1|A/Vladivostok/08R25/2009_H1N1_|22_Jan_2009|2009|Russia|AS"
"12365",12365,316,"gi|292671168|gb|CY045923.1|A/Vladivostok/08R64/2009_H1N1_|10_Mar_2009|2009|Russia|AS"
"12366",12366,316,"gi|292671160|gb|CY045919.1|A/Vladivostok/08R61/2009_H1N1_|20_Mar_2009|2009|Russia|AS"
"12367",12367,316,"gi|292671148|gb|CY045913.1|A/Vladivostok/08R44/2009_H1N1_|03_Feb_2009|2009|Russia|AS"
"12368",12368,316,"gi|292671144|gb|CY045911.1|A/Vladivostok/08R42/2009_H1N1_|19_Feb_2009|2009|Russia|AS"
"12369",12369,316,"gi|292671096|gb|CY045887.1|A/Vladivostok/08R19/2009_H1N1_|17_Feb_2009|2009|Russia|AS"
"12370",12370,316,"gi|292671084|gb|CY045881.1|A/Vladivostok/08R16/2009_H1N1_|12_Mar_2009|2009|Russia|AS"
"12371",12371,304,"gi|255960696|gb|GQ475897.1|A/North_Carolina/02/2009_H1N1_|07_Jan_2009|2009|USA|NA"
"12372",12372,306,"gi|307087865|gb|HQ256601.1|A/Myanmar/M419/2008_H1N1_|10_Sep_2008|2008|Myanmar|AS"
"12373",12373,340,"gi|402485501|gb|JX465445.1|A/Gyeonggi/29/2008_H1N1_|03_Jan_2008|2008|South_Korea|AS"
"12374",12374,303,"gi|307751626|gb|HQ291914.1|A/Taiwan/8885/2008_H1N1_|27_Oct_2008|2008|Taiwan|AS"
"12375",12375,304,"gi|254728879|gb|GQ396624.1|A/Naypyitaw/M721/2008_H1N1_|Oct_2008|2008|Myanmar|AS"
"12376",12376,304,"gi|254728860|gb|GQ396616.1|A/Naypyitaw/M499/2008_H1N1_|Oct_2008|2008|Myanmar|AS"
"12377",12377,303,"gi|255735087|gb|GQ466364.1|A/California/07/2008_H1N1_|04_Sep_2008|2008|USA|NA"
"12378",12378,303,"gi|254728841|gb|GQ396608.1|A/Yangon/M285/2008_H1N1_|Sep_2008|2008|Myanmar|AS"
"12379",12379,304,"gi|307087851|gb|HQ256587.1|A/Myanmar/M232/2008_H1N1_|29_Sep_2008|2008|Myanmar|AS"
"12380",12380,304,"gi|307087849|gb|HQ256585.1|A/Myanmar/M193/2008_H1N1_|24_Sep_2008|2008|Myanmar|AS"
"12381",12381,305,"gi|307087859|gb|HQ256595.1|A/Myanmar/M356/2008_H1N1_|22_Aug_2008|2008|Myanmar|AS"
"12382",12382,305,"gi|307087857|gb|HQ256593.1|A/Myanmar/M350/2008_H1N1_|21_Aug_2008|2008|Myanmar|AS"
"12383",12383,306,"gi|307087861|gb|HQ256597.1|A/Myanmar/M372/2008_H1N1_|27_Aug_2008|2008|Myanmar|AS"
"12384",12384,304,"gi|307087871|gb|HQ256607.1|A/Myanmar/M486/2008_H1N1_|06_Oct_2008|2008|Myanmar|AS"
"12385",12385,305,"gi|307087863|gb|HQ256599.1|A/Myanmar/M416/2008_H1N1_|08_Sep_2008|2008|Myanmar|AS"
"12386",12386,306,"gi|307087853|gb|HQ256589.1|A/Myanmar/M244/2008_H1N1_|01_Sep_2008|2008|Myanmar|AS"
"12387",12387,306,"gi|254728898|gb|GQ396632.1|A/Naypyitaw/M783/2008_H1N1_|Oct_2008|2008|Myanmar|AS"
"12388",12388,305,"gi|307087867|gb|HQ256603.1|A/Myanmar/M424/2008_H1N1_|10_Sep_2008|2008|Myanmar|AS"
"12389",12389,305,"gi|307087855|gb|HQ256591.1|A/Myanmar/M339/2008_H1N1_|19_Aug_2008|2008|Myanmar|AS"
"12390",12390,306,"gi|307751624|gb|HQ291913.1|A/Taiwan/6723/2008_H1N1_|13_Oct_2008|2008|Taiwan|AS"
"12391",12391,307,"gi|307751614|gb|HQ291908.1|A/Taiwan/2832/2008_H1N1_|06_Oct_2008|2008|Taiwan|AS"
"12392",12392,305,"gi|256385516|gb|CY044351.1|A/South_Korea/AF10/2008_H1N1_|21_Dec_2007|2007|South_Korea|AS"
"12393",12393,305,"gi|218218006|gb|FJ549059.1|A/Missouri/06/2008_H1N1_|27_Aug_2008|2008|USA|NA"
"12394",12394,314,"gi|292671076|gb|CY045877.1|A/Vladivostok/08R14/2009_H1N1_|13_Mar_2009|2009|Russia|AS"
"12395",12395,349,"gi|448271164|gb|KC459279.1|A/Japan/437/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12396",12396,307,"gi|170181700|gb|EU566972.1|A/Massachusetts/01/2008_H1N1_|07_Jan_2008|2008|USA|NA"
"12397",12397,339,"gi|448271302|gb|KC459348.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12398",12398,308,"gi|448272596|gb|KC459995.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12399",12399,352,"gi|448271192|gb|KC459293.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12400",12400,352,"gi|448270968|gb|KC459181.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12401",12401,352,"gi|448270930|gb|KC459162.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12402",12402,351,"gi|448270922|gb|KC459158.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12403",12403,351,"gi|448270974|gb|KC459184.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12404",12404,348,"gi|448270958|gb|KC459176.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12405",12405,351,"gi|448270956|gb|KC459175.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12406",12406,348,"gi|448270954|gb|KC459174.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12407",12407,351,"gi|448270942|gb|KC459168.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12408",12408,351,"gi|448270940|gb|KC459167.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12409",12409,351,"gi|448270934|gb|KC459164.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12410",12410,349,"gi|448271342|gb|KC459368.1|A/Japan/407/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12411",12411,349,"gi|448271330|gb|KC459362.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12412",12412,349,"gi|448271184|gb|KC459289.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12413",12413,347,"gi|448271176|gb|KC459285.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12414",12414,349,"gi|448271166|gb|KC459280.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12415",12415,343,"gi|448271328|gb|KC459361.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12416",12416,342,"gi|402485503|gb|JX465446.1|A/Gyeonggi/48/2008_H1N1_|05_Jan_2008|2008|South_Korea|AS"
"12417",12417,310,"gi|448272606|gb|KC460000.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12418",12418,311,"gi|448267915|gb|KC457800.1|A/Japan/427/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12419",12419,307,"gi|448272618|gb|KC460006.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12420",12420,309,"gi|448272632|gb|KC460013.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12421",12421,309,"gi|448272624|gb|KC460009.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12422",12422,307,"gi|448272622|gb|KC460008.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12423",12423,309,"gi|448272594|gb|KC459994.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12424",12424,317,"gi|448267913|gb|KC457799.1|A/Japan/426/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12425",12425,341,"gi|402485499|gb|JX465444.1|A/Gyeonggi/27/2008_H1N1_|02_Jan_2008|2008|South_Korea|AS"
"12426",12426,348,"gi|448271340|gb|KC459367.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12427",12427,348,"gi|448271338|gb|KC459366.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12428",12428,348,"gi|448271336|gb|KC459365.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12429",12429,348,"gi|448271334|gb|KC459364.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12430",12430,348,"gi|448271332|gb|KC459363.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12431",12431,348,"gi|448271326|gb|KC459360.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12432",12432,348,"gi|448271324|gb|KC459359.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12433",12433,348,"gi|448271322|gb|KC459358.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12434",12434,348,"gi|448271320|gb|KC459357.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12435",12435,342,"gi|448271318|gb|KC459356.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12436",12436,348,"gi|448271316|gb|KC459355.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12437",12437,342,"gi|448271314|gb|KC459354.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12438",12438,348,"gi|448271312|gb|KC459353.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12439",12439,348,"gi|448271310|gb|KC459352.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12440",12440,348,"gi|448271308|gb|KC459351.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12441",12441,348,"gi|448271306|gb|KC459350.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12442",12442,348,"gi|448271304|gb|KC459349.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12443",12443,348,"gi|448271300|gb|KC459347.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12444",12444,348,"gi|448271298|gb|KC459346.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12445",12445,348,"gi|448271296|gb|KC459345.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12446",12446,342,"gi|448271294|gb|KC459344.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12447",12447,342,"gi|448271292|gb|KC459343.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12448",12448,342,"gi|448271290|gb|KC459342.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12449",12449,342,"gi|448271288|gb|KC459341.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12450",12450,342,"gi|448271286|gb|KC459340.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12451",12451,342,"gi|448271284|gb|KC459339.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12452",12452,348,"gi|448271282|gb|KC459338.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12453",12453,342,"gi|448271280|gb|KC459337.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12454",12454,348,"gi|448271278|gb|KC459336.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12455",12455,351,"gi|448271212|gb|KC459303.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12456",12456,351,"gi|448271210|gb|KC459302.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12457",12457,351,"gi|448271208|gb|KC459301.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12458",12458,318,"gi|448267897|gb|KC457791.1|A/Japan/412/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12459",12459,318,"gi|448267899|gb|KC457792.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12460",12460,309,"gi|448267935|gb|KC457810.1|A/Japan/440/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12461",12461,315,"gi|448267947|gb|KC457816.1|A/Japan/450/2008_H1N1_|06_Oct_2008|2008|Japan|AS"
"12462",12462,309,"gi|448267965|gb|KC457825.1|A/Japan/470/2008_H1N1_|06_Oct_2008|2008|Japan|AS"
"12463",12463,351,"gi|448271206|gb|KC459300.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12464",12464,348,"gi|448271204|gb|KC459299.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12465",12465,348,"gi|448271202|gb|KC459298.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12466",12466,348,"gi|448271200|gb|KC459297.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12467",12467,351,"gi|448271198|gb|KC459296.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12468",12468,351,"gi|448271196|gb|KC459295.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12469",12469,351,"gi|448271194|gb|KC459294.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12470",12470,351,"gi|448271190|gb|KC459292.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12471",12471,351,"gi|448271188|gb|KC459291.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12472",12472,351,"gi|448271186|gb|KC459290.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12473",12473,348,"gi|448271180|gb|KC459287.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12474",12474,348,"gi|448271178|gb|KC459286.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12475",12475,348,"gi|448271174|gb|KC459284.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12476",12476,351,"gi|448271172|gb|KC459283.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12477",12477,348,"gi|448271170|gb|KC459282.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12478",12478,351,"gi|448271168|gb|KC459281.1|A/Japan/434/2008_H1N1_|03_Oct_2008|2008|Japan|AS"
"12479",12479,348,"gi|448270982|gb|KC459188.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12480",12480,351,"gi|448270980|gb|KC459187.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12481",12481,348,"gi|448270978|gb|KC459186.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12482",12482,348,"gi|448270976|gb|KC459185.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12483",12483,348,"gi|448270972|gb|KC459183.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12484",12484,351,"gi|448270970|gb|KC459182.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12485",12485,351,"gi|448270966|gb|KC459180.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12486",12486,351,"gi|448270964|gb|KC459179.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12487",12487,351,"gi|448270962|gb|KC459178.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12488",12488,348,"gi|448270960|gb|KC459177.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12489",12489,348,"gi|448270952|gb|KC459173.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12490",12490,351,"gi|448270950|gb|KC459172.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12491",12491,351,"gi|448270948|gb|KC459171.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12492",12492,348,"gi|448270946|gb|KC459170.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12493",12493,351,"gi|448270944|gb|KC459169.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12494",12494,348,"gi|448270938|gb|KC459166.1|A/Japan/472/2008_H1N1_|09_Oct_2008|2008|Japan|AS"
"12495",12495,314,"gi|448267901|gb|KC457793.1|A/Japan/415/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12496",12496,308,"gi|448272630|gb|KC460012.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12497",12497,308,"gi|448272628|gb|KC460011.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12498",12498,308,"gi|448272626|gb|KC460010.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12499",12499,308,"gi|448272620|gb|KC460007.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12500",12500,308,"gi|448272616|gb|KC460005.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12501",12501,308,"gi|448272614|gb|KC460004.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12502",12502,308,"gi|448272612|gb|KC460003.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12503",12503,308,"gi|448272610|gb|KC460002.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12504",12504,308,"gi|448272608|gb|KC460001.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12505",12505,308,"gi|448272604|gb|KC459999.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
"12506",12506,308,"gi|448272602|gb|KC459998.1|A/Japan/414/2008_H1N1_|26_Sep_2008|2008|Japan|AS"
