"","num","Differences","sequencename"
"809",809,107,"gi|300828797|gb|GQ398277.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"810",810,105,"gi|300828803|gb|GQ398280.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"811",811,107,"gi|300828801|gb|GQ398279.1|Dengue_virus_2|1994|1994|Puerto_Rico|NA"
"812",812,119,"gi|170665981|gb|EU569706.1|Dengue_virus_2|1995|1995|USA|NA"
"813",813,114,"gi|169635122|gb|EU529700.1|Dengue_virus_2|1994|1994|USA|NA"
"814",814,113,"gi|169144263|gb|EU482739.1|Dengue_virus_2|1994|1994|USA|NA"
"815",815,170,"gi|573974226|gb|KF955372.1|Dengue_virus_2|1997|1997|Puerto_Rico|NA"
"816",816,139,"gi|170666007|gb|EU569719.1|Dengue_virus_2|1997|1997|USA|NA"
"817",817,150,"gi|170666005|gb|EU569718.1|Dengue_virus_2|1997|1997|USA|NA"
"818",818,130,"gi|169144251|gb|EU482733.1|Dengue_virus_2|1998|1998|USA|NA"
"819",819,131,"gi|169144241|gb|EU482728.1|Dengue_virus_2|1998|1998|USA|NA"
"820",820,135,"gi|169144243|gb|EU482729.1|Dengue_virus_2|1999|1999|USA|NA"
"821",821,128,"gi|169144261|gb|EU482738.1|Dengue_virus_2|1998|1998|USA|NA"
"822",822,125,"gi|169144239|gb|EU482727.1|Dengue_virus_2|1998|1998|USA|NA"
"823",823,153,"gi|187610075|gb|EU677143.1|Dengue_virus_2|1999|1999|USA|NA"
"824",824,152,"gi|169144249|gb|EU482732.1|Dengue_virus_2|1998|1998|USA|NA"
"825",825,149,"gi|169143915|gb|EU482565.1|Dengue_virus_2|1998|1998|USA|NA"
"826",826,161,"gi|180164861|gb|EU596487.1|Dengue_virus_2|1998|1998|USA|NA"
"827",827,130,"gi|170665999|gb|EU569715.1|Dengue_virus_2|1997|1997|USA|NA"
"828",828,138,"gi|170666009|gb|EU569720.1|Dengue_virus_2|1997|1997|USA|NA"
"829",829,139,"gi|169143879|gb|EU482547.1|Dengue_virus_2|1998|1998|USA|NA"
"830",830,136,"gi|170665991|gb|EU569711.1|Dengue_virus_2|1998|1998|USA|NA"
"831",831,132,"gi|170666003|gb|EU569717.1|Dengue_virus_2|1997|1997|USA|NA"
"832",832,145,"gi|170665975|gb|EU569703.1|Dengue_virus_2|1996|1996|USA|NA"
"833",833,143,"gi|187609998|gb|EU660400.1|Dengue_virus_2|1998|1998|USA|NA"
"834",834,186,"gi|573974228|gb|KF955373.1|Dengue_virus_2|1997|1997|Puerto_Rico|NA"
"835",835,138,"gi|170665985|gb|EU569708.1|Dengue_virus_2|1995|1995|USA|NA"
"836",836,194,"gi|259500481|gb|GQ868552.1|Dengue_virus_2|1998|1998|Colombia|SA"
"837",837,232,"gi|548917970|gb|KC294201.1|Dengue_virus_2|13_Feb_2009|2009|Peru|SA"
"838",838,218,"gi|548917968|gb|KC294200.1|Dengue_virus_2|28_Mar_2007|2007|Peru|SA"
"839",839,185,"gi|225690927|gb|FJ850072.1|Dengue_virus_2|2000|2000|Brazil|SA"
"840",840,156,"gi|511782674|gb|JX669486.1|Dengue_virus_2|1999|1999|Brazil|SA"
"841",841,91,"gi|228541811|gb|FJ898450.1|Dengue_virus_2|1990|1990|Virgin_Islands|NA"
"842",842,129,"gi|259496222|gb|GQ868596.1|Dengue_virus_2|1991|1991|Venezuela|SA"
"843",843,117,"gi|259496224|gb|GQ868597.1|Dengue_virus_2|1991|1991|Venezuela|SA"
"844",844,117,"gi|259496220|gb|GQ868595.1|Dengue_virus_2|1991|1991|Venezuela|SA"
"845",845,118,"gi|259496226|gb|GQ868598.1|Dengue_virus_2|1991|1991|Venezuela|SA"
"846",846,115,"gi|259496180|gb|GQ868541.1|Dengue_virus_2|1991|1991|Venezuela|SA"
"847",847,153,"gi|511782672|gb|JX669485.1|Dengue_virus_2|1998|1998|Brazil|SA"
"848",848,139,"gi|511782670|gb|JX669484.1|Dengue_virus_2|1998|1998|Brazil|SA"
"849",849,656,"gi|319748451|gb|HQ012536.1|Dengue_virus_2|1998|1998|Brazil|SA"
"850",850,106,"gi|259496178|gb|GQ868540.1|Dengue_virus_2|1990|1990|Venezuela|SA"
"851",851,662,"gi|319748453|gb|HQ012537.1|Dengue_virus_2|1999|1999|Brazil|SA"
"852",852,174,"gi|511782678|gb|JX669488.1|Dengue_virus_2|2002|2002|Brazil|SA"
"853",853,161,"gi|511782676|gb|JX669487.1|Dengue_virus_2|2000|2000|Brazil|SA"
"854",854,147,"gi|511782668|gb|JX669483.1|Dengue_virus_2|1997|1997|Brazil|SA"
"855",855,136,"gi|511782666|gb|JX669482.1|Dengue_virus_2|1995|1995|Brazil|SA"
"856",856,136,"gi|511782664|gb|JX669481.1|Dengue_virus_2|1995|1995|Brazil|SA"
"857",857,136,"gi|511782662|gb|JX669480.1|Dengue_virus_2|1995|1995|Brazil|SA"
"858",858,618,"gi|319748449|gb|HQ012535.1|Dengue_virus_2|1994|1994|Brazil|SA"
"859",859,607,"gi|319748447|gb|HQ012534.1|Dengue_virus_2|1991|1991|Brazil|SA"
"860",860,598,"gi|319748455|gb|HQ012538.1|Dengue_virus_2|1990|1990|Brazil|SA"
"861",861,602,"gi|319748445|gb|HQ012533.1|Dengue_virus_2|1990|1990|Brazil|SA"
"862",862,345,"gi|201071207|emb|FM210227.1|Dengue_virus_2|2002|2002|Viet_Nam|AS"
"863",863,470,"gi|201071161|emb|FM210204.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"864",864,336,"gi|169144113|gb|EU482664.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"865",865,424,"gi|201071235|emb|FM210241.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"866",866,317,"gi|201071203|emb|FM210225.1|Dengue_virus_2|2001|2001|Viet_Nam|AS"
"867",867,318,"gi|201071201|emb|FM210224.1|Dengue_virus_2|2001|2001|Viet_Nam|AS"
"868",868,347,"gi|169143683|gb|EU482449.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"869",869,346,"gi|169144117|gb|EU482666.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"870",870,362,"gi|169144105|gb|EU482660.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"871",871,358,"gi|169144109|gb|EU482662.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"872",872,347,"gi|169144081|gb|EU482648.1|Dengue_virus_2|2006|2006|Viet_Nam|AS"
"873",873,411,"gi|201071239|emb|FM210243.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"874",874,381,"gi|201071223|emb|FM210235.2|Dengue_virus_2|2005|2005|Viet_Nam|AS"
"875",875,344,"gi|201071229|emb|FM210238.2|Dengue_virus_2|2001|2001|Viet_Nam|AS"
"876",876,347,"gi|201071231|emb|FM210239.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"877",877,624,"gi|201071211|emb|FM210229.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"878",878,335,"gi|201071213|emb|FM210230.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"879",879,338,"gi|169144359|gb|EU482787.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"880",880,340,"gi|201071217|emb|FM210232.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"881",881,332,"gi|169144343|gb|EU482779.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"882",882,532,"gi|201071177|emb|FM210212.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"883",883,338,"gi|169144355|gb|EU482785.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"884",884,335,"gi|169144347|gb|EU482781.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"885",885,334,"gi|169144345|gb|EU482780.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"886",886,344,"gi|169144361|gb|EU482788.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"887",887,338,"gi|169144351|gb|EU482783.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"888",888,332,"gi|201071179|emb|FM210213.1|Dengue_virus_2|2005|2005|Viet_Nam|AS"
"889",889,335,"gi|201071221|emb|FM210234.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"890",890,346,"gi|201071187|emb|FM210217.1|Dengue_virus_2|1999|1999|Viet_Nam|AS"
"891",891,361,"gi|254749414|dbj|AB479042.1|Dengue_virus_2|2002|2002|Viet_Nam|AS"
"892",892,340,"gi|201071241|emb|FM210244.2|Dengue_virus_2|2004|2004|Viet_Nam|AS"
"893",893,336,"gi|169144341|gb|EU482778.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"894",894,330,"gi|201071209|emb|FM210228.1|Dengue_virus_2|2003|2003|Viet_Nam|AS"
"895",895,327,"gi|201071205|emb|FM210226.1|Dengue_virus_2|2002|2002|Viet_Nam|AS"
"896",896,325,"gi|221071225|gb|FJ639698.1|Dengue_virus_2|2002|2002|Cambodia|AS"
"897",897,330,"gi|221071231|gb|FJ639701.1|Dengue_virus_2|2002|2002|Cambodia|AS"
"898",898,331,"gi|221071227|gb|FJ639699.1|Dengue_virus_2|2002|2002|Cambodia|AS"
"899",899,334,"gi|221071229|gb|FJ639700.1|Dengue_virus_2|2002|2002|Cambodia|AS"
"900",900,279,"gi|515417132|gb|JX649148.1|Dengue_virus_2|1995|1995|Viet_Nam|AS"
"901",901,274,"gi|515417076|gb|JX649147.1|Dengue_virus_2|1995|1995|Viet_Nam|AS"
"902",902,350,"gi|221071233|gb|FJ639702.1|Dengue_virus_2|2003|2003|Cambodia|AS"
"903",903,641,"gi|571350594|gb|KF921931.1|Dengue_virus_2|2003|2003|Cambodia|AS"
"904",904,351,"gi|221071235|gb|FJ639703.1|Dengue_virus_2|2003|2003|Cambodia|AS"
"905",905,528,"gi|328924164|gb|JF730044.1|Dengue_virus_2|2001|2001|Cambodia|AS"
"906",906,332,"gi|221071223|gb|FJ639697.1|Dengue_virus_2|2001|2001|Cambodia|AS"
