"","num","Differences","sequencename"
"1",1,365,"gi|482514307|gb|KC570453.1|EV_A71|03_Jun_2012|2012|China|AS"
"850",850,257,"gi|258523467|gb|FJ868338.1|Echovirus_E5|30_Jun_2004|2004|Australia|OC"
"851",851,265,"gi|513136874|gb|KF177015.1|Echovirus_E5|12_Jan_2009|2009|India|AS"
"852",852,265,"gi|409684850|gb|JX513452.1|Echovirus_E5|05_Oct_2008|2008|India|AS"
"853",853,247,"gi|254554803|gb|GQ246499.1|Echovirus_E25|1998|1998|China|AS"
"854",854,250,"gi|513136952|gb|KF177093.1|Echovirus_E25|09_May_2010|2010|India|AS"
"855",855,268,"gi|513136949|gb|KF177090.1|Echovirus_E25|21_May_2010|2010|India|AS"
"856",856,297,"gi|409685067|gb|JX513528.1|Echovirus_E25|15_Jun_2010|2010|India|AS"
"857",857,253,"gi|513136954|gb|KF177095.1|Echovirus_E25|27_Jan_2012|2012|India|AS"
"858",858,253,"gi|513136953|gb|KF177094.1|Echovirus_E25|12_Jan_2012|2012|India|AS"
"859",859,254,"gi|409685064|gb|JX513527.1|Echovirus_E25|28_May_2010|2010|India|AS"
"860",860,254,"gi|159025684|emb|AM711106.1|Echovirus_E13|2006|2006|France|EU"
"861",861,260,"gi|159025644|emb|AM711086.1|Echovirus_E6|2006|2006|France|EU"
"862",862,254,"gi|528312296|emb|HF948111.1|Echovirus_E25|2005|2005|France|EU"
"863",863,254,"gi|159025630|emb|AM711079.1|Human_coxsackievirus_B5|2006|2006|France|EU"
"864",864,258,"gi|513136951|gb|KF177092.1|Echovirus_E25|06_May_2010|2010|India|AS"
"865",865,258,"gi|513136950|gb|KF177091.1|Echovirus_E25|11_May_2010|2010|India|AS"
"866",866,243,"gi|528312294|emb|HF948110.1|Echovirus_E25|2002|2002|France|EU"
"867",867,251,"gi|294296916|gb|GU142903.1|Echovirus_E25|17_Oct_2000|2000|Australia|OC"
"868",868,253,"gi|254554809|gb|GQ246502.1|Echovirus_E25|2004|2004|China|AS"
"869",869,252,"gi|254554805|gb|GQ246500.1|Echovirus_E25|2003|2003|China|AS"
"870",870,250,"gi|254554807|gb|GQ246501.1|Echovirus_E25|2003|2003|China|AS"
"871",871,249,"gi|295984373|gb|HM031190.1|Echovirus_E25|2008|2008|China|AS"
"872",872,254,"gi|449082822|dbj|AB781725.1|Echovirus_E25|2012|2012|China|AS"
"873",873,252,"gi|254554815|gb|GQ246505.1|Echovirus_E25|2008|2008|China|AS"
"874",874,251,"gi|295984371|gb|HM031189.1|Echovirus_E25|2008|2008|China|AS"
"875",875,249,"gi|295984369|gb|HM031188.1|Echovirus_E25|2008|2008|China|AS"
"876",876,247,"gi|254554813|gb|GQ246504.1|Echovirus_E25|2006|2006|China|AS"
"877",877,247,"gi|258523509|gb|FJ868359.1|Echovirus_E25|22_Feb_2006|2006|Australia|OC"
"878",878,250,"gi|258523507|gb|FJ868358.1|Echovirus_E25|04_Aug_2005|2005|Australia|OC"
"879",879,248,"gi|258523505|gb|FJ868357.1|Echovirus_E25|10_Jun_2005|2005|Australia|OC"
"880",880,249,"gi|258523503|gb|FJ868356.1|Echovirus_E25|27_Apr_2005|2005|Australia|OC"
"881",881,247,"gi|295984375|gb|HM031191.1|Echovirus_E25|2008|2008|China|AS"
"882",882,240,"gi|589061685|gb|KF246763.1|Echovirus_E25|2010|2010|China|AS"
"883",883,241,"gi|254554811|gb|GQ246503.1|Echovirus_E25|2005|2005|China|AS"
"884",884,246,"gi|258523501|gb|FJ868355.1|Echovirus_E25|07_Jul_2003|2003|Australia|OC"
"885",885,253,"gi|258523417|gb|FJ868313.1|Echovirus_E25|12_Jul_1995|1995|Australia|OC"
"886",886,299,"gi|513136972|gb|KF177113.1|Enterovirus_B83|05_Feb_2010|2010|India|AS"
"887",887,263,"gi|110350206|emb|AM236919.1|Echovirus_E4|Sep_2005|2005|France|EU"
"888",888,273,"gi|589061677|gb|KF246759.1|Echovirus_E4|2010|2010|China|AS"
"889",889,278,"gi|526303985|gb|KC867095.1|Echovirus_E4|May_2008|2008|China|AS"
"890",890,277,"gi|207113488|gb|FJ172447.1|Echovirus_E4|22_Oct_2007|2007|Australia|OC"
"891",891,266,"gi|380084336|gb|JN996501.1|Human_coxsackievirus_A9|1979|1979|United_Kingdom|EU"
"892",892,275,"gi|294296858|gb|GU142874.1|Human_coxsackievirus_A9|13_Jun_1999|1999|Australia|OC"
"893",893,263,"gi|380084338|gb|JN996502.1|Human_coxsackievirus_A9|1962|1962|United_Kingdom|EU"
"894",894,268,"gi|380084332|gb|JN996499.1|Human_coxsackievirus_A9|1987|1987|United_Kingdom|EU"
"895",895,531,"gi|380084340|gb|JN996514.1|Human_coxsackievirus_A9|2003|2003|Finland|EU"
"896",896,263,"gi|409685172|gb|JX513563.1|Human_coxsackievirus_A9|16_Dec_2011|2011|India|AS"
"897",897,257,"gi|513136973|gb|KF177114.1|Human_coxsackievirus_A9|13_May_2010|2010|India|AS"
"898",898,282,"gi|513136974|gb|KF177115.1|Human_coxsackievirus_A9|28_May_2010|2010|India|AS"
"899",899,288,"gi|110350302|emb|AM236967.1|Echovirus_E30|Apr_2005|2005|France|EU"
"900",900,530,"gi|380084342|gb|JN996515.1|Human_coxsackievirus_A9|2003|2003|Finland|EU"
"901",901,272,"gi|380084334|gb|JN996500.1|Human_coxsackievirus_A9|1985|1985|United_Kingdom|EU"
"902",902,342,"gi|162319814|dbj|AB268124.1|Human_coxsackievirus_B4|2000|2000|China|AS"
"903",903,267,"gi|528312236|emb|HF948081.1|Human_coxsackievirus_A9|2007|2007|France|EU"
"904",904,267,"gi|589061593|gb|KF150145.1|Human_coxsackievirus_A9|2010|2010|China|AS"
"905",905,534,"gi|380084344|gb|JN996516.1|Human_coxsackievirus_A9|2003|2003|Finland|EU"
"906",906,271,"gi|526303945|gb|KC867075.1|Human_coxsackievirus_A9|Jan_2012|2012|China|AS"
"907",907,263,"gi|526303951|gb|KC867078.1|Human_coxsackievirus_A9|Jun_2012|2012|China|AS"
"908",908,263,"gi|526303949|gb|KC867077.1|Human_coxsackievirus_A9|Jun_2012|2012|China|AS"
"909",909,263,"gi|526303947|gb|KC867076.1|Human_coxsackievirus_A9|Jun_2012|2012|China|AS"
"910",910,341,"gi|325111897|gb|HQ844647.1|Human_coxsackievirus_A9|23_Sep_2008|2008|China|AS"
"911",911,266,"gi|589061655|gb|KF246748.1|Human_coxsackievirus_A9|2010|2010|China|AS"
"912",912,270,"gi|393809359|gb|JQ837914.1|Human_coxsackievirus_A9|26_Apr_2010|2010|Canada|NA"
"913",913,263,"gi|589061595|gb|KF150146.1|Human_coxsackievirus_A9|2010|2010|China|AS"
"914",914,266,"gi|589061653|gb|KF246747.1|Human_coxsackievirus_A9|2010|2010|China|AS"
"915",915,269,"gi|526303943|gb|KC867074.1|Human_coxsackievirus_A9|May_2008|2008|China|AS"
"916",916,270,"gi|296033977|gb|GQ294574.1|Human_coxsackievirus_A9|2005|2005|China|AS"
"917",917,274,"gi|254973218|gb|GQ329731.1|Human_coxsackievirus_A9|2004|2004|China|AS"
"918",918,275,"gi|254973214|gb|GQ329729.1|Human_coxsackievirus_A9|2000|2000|China|AS"
"919",919,266,"gi|254973212|gb|GQ329728.1|Human_coxsackievirus_A9|1997|1997|China|AS"
"920",920,271,"gi|393809357|gb|JQ837913.1|Human_coxsackievirus_A9|04_Jul_2003|2003|Canada|NA"
"921",921,268,"gi|254554839|gb|GQ246517.1|Human_coxsackievirus_A9|2005|2005|China|AS"
"922",922,261,"gi|258523355|gb|FJ868282.1|Human_coxsackievirus_A9|28_Apr_2006|2006|Australia|OC"
"923",923,267,"gi|254973210|gb|GQ329727.1|Human_coxsackievirus_A9|1997|1997|China|AS"
"924",924,267,"gi|254973216|gb|GQ329730.1|Human_coxsackievirus_A9|2001|2001|China|AS"
"925",925,328,"gi|162319812|dbj|AB268123.1|Human_coxsackievirus_A9|1997|1997|China|AS"
"926",926,331,"gi|162319808|dbj|AB268121.1|Human_coxsackievirus_A9|1998|1998|China|AS"
"927",927,290,"gi|520992999|gb|KC568448.1|Enterovirus_B|04_Nov_2010|2010|New_Zealand|OC"
"928",928,289,"gi|520993001|gb|KC568449.1|Enterovirus_B|30_Nov_2010|2010|New_Zealand|OC"
"929",929,292,"gi|520992997|gb|KC568447.1|Enterovirus_B|28_Apr_2011|2011|New_Zealand|OC"
"930",930,291,"gi|520992995|gb|KC568446.1|Enterovirus_B|25_Jan_2011|2011|New_Zealand|OC"
"931",931,283,"gi|255688400|gb|GQ352389.1|Human_coxsackievirus_B4|2005|2005|Belarus|EU"
"932",932,284,"gi|189086062|emb|AM943372.1|Human_coxsackievirus_B4|Jun_2007|2007|France|EU"
"933",933,283,"gi|189086064|emb|AM943373.1|Echovirus_E30|2005|2005|France|EU"
"934",934,283,"gi|189086060|emb|AM943371.1|Human_coxsackievirus_B4|Jun_2007|2007|France|EU"
"935",935,283,"gi|189086058|emb|AM943370.1|Human_coxsackievirus_B4|Jun_2007|2007|France|EU"
"936",936,283,"gi|189086056|emb|AM943369.1|Human_coxsackievirus_B4|Jun_2007|2007|France|EU"
"937",937,283,"gi|528312254|emb|HF948090.1|Human_coxsackievirus_B4|2007|2007|France|EU"
"938",938,289,"gi|513136976|gb|KF177117.1|Human_coxsackievirus_B4|03_Jan_2009|2009|India|AS"
"939",939,279,"gi|513136977|gb|KF177118.1|Human_coxsackievirus_B4|20_Feb_2011|2011|India|AS"
"940",940,279,"gi|585421083|gb|KF878966.1|Enterovirus_B|05_Aug_2011|2011|Australia|OC"
"941",941,273,"gi|409685222|gb|JX513581.1|Human_coxsackievirus_B4|21_Apr_2009|2009|India|AS"
"942",942,272,"gi|409685219|gb|JX513580.1|Human_coxsackievirus_B4|20_Apr_2009|2009|India|AS"
"943",943,272,"gi|409685216|gb|JX513579.1|Human_coxsackievirus_B4|11_Apr_2009|2009|India|AS"
"944",944,272,"gi|409685210|gb|JX513577.1|Human_coxsackievirus_B4|27_Mar_2009|2009|India|AS"
"945",945,274,"gi|159025688|emb|AM711108.1|Echovirus_E18|2005|2005|France|EU"
"946",946,276,"gi|409685228|gb|JX513583.1|Human_coxsackievirus_B4|05_Jul_2008|2008|India|AS"
"947",947,273,"gi|255688404|gb|GQ352391.1|Human_coxsackievirus_B4|2006|2006|Belarus|EU"
"948",948,288,"gi|255688398|gb|GQ352388.1|Human_coxsackievirus_B4|2001|2001|Belarus|EU"
"949",949,286,"gi|255688396|gb|GQ352387.1|Human_coxsackievirus_B4|2001|2001|Belarus|EU"
"950",950,278,"gi|255688402|gb|GQ352390.1|Human_coxsackievirus_B4|2005|2005|Belarus|EU"
"951",951,281,"gi|159025628|emb|AM711078.1|Echovirus_E25|2006|2006|France|EU"
"952",952,282,"gi|159025600|emb|AM711064.1|Echovirus_E13|2006|2006|France|EU"
"953",953,283,"gi|294296862|gb|GU142876.1|Human_coxsackievirus_B4|05_Mar_1997|1997|Australia|OC"
"954",954,286,"gi|258523367|gb|FJ868288.1|Human_coxsackievirus_B4|18_Dec_1991|1991|Australia|OC"
"955",955,287,"gi|258523455|gb|FJ868332.1|Human_coxsackievirus_B4|12_Jun_1991|1991|Australia|OC"
"956",956,286,"gi|258523369|gb|FJ868289.1|Human_coxsackievirus_B4|13_Feb_1991|1991|Australia|OC"
"957",957,285,"gi|258523453|gb|FJ868331.1|Human_coxsackievirus_B4|29_May_1991|1991|Australia|OC"
"958",958,284,"gi|258523451|gb|FJ868330.1|Human_coxsackievirus_B4|27_Mar_1991|1991|Australia|OC"
"959",959,288,"gi|528312252|emb|HF948089.1|Human_coxsackievirus_B4|2000|2000|France|EU"
"960",960,283,"gi|294296864|gb|GU142877.1|Human_coxsackievirus_B4|25_Feb_1999|1999|Australia|OC"
"961",961,281,"gi|294296860|gb|GU142875.1|Human_coxsackievirus_B4|15_Mar_1997|1997|Australia|OC"
"962",962,277,"gi|526303981|gb|KC867093.1|Human_coxsackievirus_B4|May_2009|2009|China|AS"
"963",963,287,"gi|336326815|gb|JN016523.1|Human_coxsackievirus_B4|Apr_2010|2010|China|AS"
"964",964,272,"gi|589061619|gb|KF150158.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"965",965,273,"gi|404553510|gb|JX308222.1|Human_coxsackievirus_B4|10_Jul_2010|2010|China|AS"
"966",966,267,"gi|589061617|gb|KF150157.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"967",967,268,"gi|594102479|gb|KF781522.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"968",968,271,"gi|594103482|gb|KF781525.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"969",969,273,"gi|594102360|gb|KF781519.1|Human_coxsackievirus_B4|25_Apr_2007|2007|China|AS"
"970",970,279,"gi|594103443|gb|KF781524.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"971",971,278,"gi|594102398|gb|KF781520.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"972",972,272,"gi|594102519|gb|KF781523.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"973",973,272,"gi|594102433|gb|KF781521.1|Human_coxsackievirus_B4|2010|2010|China|AS"
"974",974,277,"gi|526303977|gb|KC867091.1|Human_coxsackievirus_B4|May_2008|2008|China|AS"
"975",975,273,"gi|526303979|gb|KC867092.1|Human_coxsackievirus_B4|Apr_2008|2008|China|AS"
"976",976,272,"gi|254973294|gb|GQ329769.1|Human_coxsackievirus_B4|2003|2003|China|AS"
"977",977,272,"gi|254973292|gb|GQ329768.1|Human_coxsackievirus_B4|2000|2000|China|AS"
"978",978,581,"gi|162319842|dbj|AB268138.1|Echovirus_E9|2000|2000|China|AS"
"979",979,274,"gi|528312272|emb|HF948099.1|Echovirus_E13|2000|2000|France|EU"
"980",980,275,"gi|49659487|dbj|AB178772.1|Human_coxsackievirus_A9|2000|2000|China|AS"
"981",981,276,"gi|528312274|emb|HF948100.1|Echovirus_E13|2000|2000|France|EU"
"982",982,272,"gi|294296902|gb|GU142896.1|Echovirus_E13|12_Oct_2001|2001|Australia|OC"
"983",983,280,"gi|159025570|emb|AM711049.1|Human_coxsackievirus_B5|2006|2006|France|EU"
"984",984,282,"gi|159025556|emb|AM711042.1|Human_coxsackievirus_B1|2006|2006|France|EU"
"985",985,285,"gi|110350322|emb|AM236977.1|Echovirus_E18|Jun_2005|2005|France|EU"
"986",986,283,"gi|159025574|emb|AM711051.1|Human_coxsackievirus_B5|2006|2006|France|EU"
"987",987,286,"gi|159147649|emb|AM711000.3|Echovirus_E9|2005|2005|France|EU"
"988",988,286,"gi|159025590|emb|AM711059.1|Echovirus_E13|2006|2006|France|EU"
"989",989,281,"gi|159025648|emb|AM711088.1|Echovirus_E13|2006|2006|France|EU"
"990",990,281,"gi|159025602|emb|AM711065.1|Echovirus_E6|2006|2006|France|EU"
"991",991,281,"gi|159025588|emb|AM711058.1|Echovirus_E13|2006|2006|France|EU"
"992",992,281,"gi|159025656|emb|AM711092.1|Human_coxsackievirus_B5|2006|2006|France|EU"
"993",993,279,"gi|159025650|emb|AM711089.1|Human_coxsackievirus_B3|2006|2006|France|EU"
"994",994,282,"gi|159025622|emb|AM711075.1|Human_coxsackievirus_B2|2006|2006|France|EU"
"995",995,281,"gi|110350318|emb|AM236975.1|Echovirus_E30|May_2005|2005|France|EU"
"996",996,280,"gi|159147654|emb|AM711009.3|Echovirus_E6|2006|2006|France|EU"
"997",997,281,"gi|110350258|emb|AM236945.1|Echovirus_E13|Aug_2005|2005|France|EU"
"998",998,280,"gi|159025560|emb|AM711044.1|Echovirus_E6|2006|2006|France|EU"
"999",999,282,"gi|159025666|emb|AM711097.1|Echovirus_E13|2006|2006|France|EU"
"1000",1000,282,"gi|159025606|emb|AM711067.1|Echovirus_E18|2006|2006|France|EU"
"1001",1001,282,"gi|159025668|emb|AM711098.1|Echovirus_E13|2006|2006|France|EU"
"1002",1002,271,"gi|159025614|emb|AM711071.1|Echovirus_E9|2006|2006|France|EU"
"1003",1003,273,"gi|528312278|emb|HF948102.1|Echovirus_E13|2006|2006|France|EU"
"1004",1004,274,"gi|159025676|emb|AM711102.1|Echovirus_E18|2006|2006|France|EU"
"1005",1005,273,"gi|159025670|emb|AM711099.1|Echovirus_E6|2006|2006|France|EU"
"1006",1006,273,"gi|159025596|emb|AM711062.1|Human_coxsackievirus_B5|2006|2006|France|EU"
"1007",1007,274,"gi|159025686|emb|AM711107.1|Human_coxsackievirus_B4|2006|2006|France|EU"
"1008",1008,272,"gi|159025592|emb|AM711060.1|Human_coxsackievirus_B3|2006|2006|France|EU"
"1009",1009,272,"gi|159025550|emb|AM711038.1|Echovirus_E21|2006|2006|France|EU"
"1010",1010,277,"gi|110350242|emb|AM236937.1|Echovirus_E13|Jul_2005|2005|France|EU"
"1011",1011,273,"gi|528312276|emb|HF948101.1|Echovirus_E13|2006|2006|France|EU"
"1012",1012,277,"gi|110350238|emb|AM236935.1|Echovirus_E13|Jul_2005|2005|France|EU"
"1013",1013,270,"gi|110350332|emb|AM236982.1|Echovirus_E30|Jun_2005|2005|France|EU"
"1014",1014,271,"gi|110350344|emb|AM236988.1|Echovirus_E30|Aug_2005|2005|France|EU"
"1015",1015,277,"gi|409684981|gb|JX513498.1|Echovirus_E13|06_Dec_2008|2008|India|AS"
"1016",1016,278,"gi|513136916|gb|KF177057.1|Echovirus_E13|10_Jul_2010|2010|India|AS"
"1017",1017,278,"gi|409684975|gb|JX513496.1|Echovirus_E13|12_Jun_2008|2008|India|AS"
"1018",1018,278,"gi|409684978|gb|JX513497.1|Echovirus_E13|08_Aug_2008|2008|India|AS"
"1019",1019,279,"gi|409684972|gb|JX513495.1|Echovirus_E13|15_Apr_2008|2008|India|AS"
"1020",1020,284,"gi|409684992|gb|JX513502.1|Echovirus_E13|11_Dec_2010|2010|India|AS"
"1021",1021,286,"gi|409685001|gb|JX513505.1|Echovirus_E13|13_Jul_2010|2010|India|AS"
"1022",1022,288,"gi|409684998|gb|JX513504.1|Echovirus_E13|08_May_2009|2009|India|AS"
"1023",1023,285,"gi|409684983|gb|JX513499.1|Echovirus_E13|24_Feb_2009|2009|India|AS"
"1024",1024,283,"gi|409684989|gb|JX513501.1|Echovirus_E13|11_Apr_2009|2009|India|AS"
"1025",1025,281,"gi|409684987|gb|JX513500.1|Echovirus_E13|24_Mar_2009|2009|India|AS"
"1026",1026,284,"gi|254973354|gb|GQ329799.1|Echovirus_E13|2000|2000|China|AS"
"1027",1027,317,"gi|413958231|dbj|AB759903.1|Echovirus_E13|29_Jun_2012|2012|China|AS"
"1028",1028,284,"gi|526303993|gb|KC867099.1|Echovirus_E13|Sep_2012|2012|China|AS"
"1029",1029,284,"gi|254973356|gb|GQ329800.1|Echovirus_E13|2003|2003|China|AS"
"1030",1030,279,"gi|254973358|gb|GQ329801.1|Echovirus_E13|2006|2006|China|AS"
"1031",1031,276,"gi|254973360|gb|GQ329802.1|Echovirus_E13|2006|2006|China|AS"
"1032",1032,226,"gi|332656245|gb|HQ829952.1|Echovirus_E6|12_Nov_2010|2010|China|AS"
"1033",1033,225,"gi|332656233|gb|HQ829946.1|Echovirus_E6|12_Nov_2010|2010|China|AS"
"1034",1034,239,"gi|332656247|gb|HQ829953.1|Echovirus_E6|2010|2010|China|AS"
"1035",1035,240,"gi|332656241|gb|HQ829950.1|Echovirus_E6|13_Sep_2010|2010|China|AS"
"1036",1036,229,"gi|332656239|gb|HQ829949.1|Echovirus_E6|11_Aug_2010|2010|China|AS"
"1037",1037,226,"gi|332168694|gb|HQ399487.1|Echovirus_E6|11_Aug_2010|2010|China|AS"
"1038",1038,232,"gi|332168690|gb|HQ399485.1|Echovirus_E6|29_Jun_2010|2010|China|AS"
"1039",1039,240,"gi|332168710|gb|HQ399495.1|Echovirus_E6|2005|2005|China|AS"
"1040",1040,244,"gi|332168706|gb|HQ399493.1|Echovirus_E6|2001|2001|China|AS"
"1041",1041,248,"gi|254973316|gb|GQ329780.1|Echovirus_E6|2006|2006|China|AS"
"1042",1042,252,"gi|254973324|gb|GQ329784.1|Echovirus_E6|1998|1998|China|AS"
"1043",1043,246,"gi|254973326|gb|GQ329785.1|Echovirus_E6|1998|1998|China|AS"
"1044",1044,252,"gi|332168704|gb|HQ399492.1|Echovirus_E6|2000|2000|China|AS"
"1045",1045,239,"gi|597439003|dbj|AB917073.1|Echovirus_E6|2013|2013|China|AS"
"1046",1046,234,"gi|302127652|emb|FN691464.1|Echovirus_E6|2004|2004|France|EU"
"1047",1047,234,"gi|302127528|emb|FN688528.1|Echovirus_E6|2004|2004|France|EU"
"1048",1048,243,"gi|254973312|gb|GQ329778.1|Echovirus_E6|2002|2002|China|AS"
"1049",1049,237,"gi|332168708|gb|HQ399494.1|Echovirus_E6|2001|2001|China|AS"
"1050",1050,237,"gi|254973314|gb|GQ329779.1|Echovirus_E6|2002|2002|China|AS"
"1051",1051,224,"gi|148614169|gb|EF397646.1|Enterovirus_B|2006|2006|Russia|AS"
"1052",1052,226,"gi|148614163|gb|EF397643.1|Enterovirus_B|2005|2005|Georgia|EU"
"1053",1053,226,"gi|148614161|gb|EF397642.1|Enterovirus_B|2005|2005|Georgia|EU"
"1054",1054,230,"gi|148614191|gb|EF397657.1|Enterovirus_B|2006|2006|Russia|AS"
"1055",1055,228,"gi|148614181|gb|EF397652.1|Enterovirus_B|2006|2006|Russia|AS"
"1056",1056,229,"gi|148614179|gb|EF397651.1|Enterovirus_B|2006|2006|Russia|AS"
"1057",1057,237,"gi|513136881|gb|KF177022.1|Echovirus_E6|17_Oct_2009|2009|India|AS"
"1058",1058,235,"gi|513136877|gb|KF177018.1|Echovirus_E6|11_May_2009|2009|India|AS"
"1059",1059,231,"gi|513136878|gb|KF177019.1|Echovirus_E6|15_May_2009|2009|India|AS"
"1060",1060,224,"gi|409684864|gb|JX513457.1|Echovirus_E6|20_Jun_2009|2009|India|AS"
"1061",1061,223,"gi|513136880|gb|KF177021.1|Echovirus_E6|27_Jun_2010|2010|India|AS"
"1062",1062,223,"gi|409684862|gb|JX513456.1|Echovirus_E6|24_Jul_2009|2009|India|AS"
"1063",1063,223,"gi|513136879|gb|KF177020.1|Echovirus_E6|10_Jun_2009|2009|India|AS"
"1064",1064,242,"gi|409684856|gb|JX513454.1|Echovirus_E6|15_Jun_2009|2009|India|AS"
"1065",1065,231,"gi|409684859|gb|JX513455.1|Echovirus_E6|08_Jul_2009|2009|India|AS"
"1066",1066,233,"gi|513136882|gb|KF177023.1|Echovirus_E6|15_Sep_2009|2009|India|AS"
"1067",1067,231,"gi|513136886|gb|KF177027.1|Echovirus_E6|04_Jun_2011|2011|India|AS"
"1068",1068,231,"gi|513136887|gb|KF177028.1|Echovirus_E6|29_Jul_2011|2011|India|AS"
"1069",1069,231,"gi|513136884|gb|KF177025.1|Echovirus_E6|06_Jun_2011|2011|India|AS"
"1070",1070,230,"gi|513136885|gb|KF177026.1|Echovirus_E6|07_Jul_2011|2011|India|AS"
"1071",1071,242,"gi|513136876|gb|KF177017.1|Echovirus_E6|25_Aug_2009|2009|India|AS"
"1072",1072,235,"gi|513136875|gb|KF177016.1|Echovirus_E6|25_Jul_2009|2009|India|AS"
"1073",1073,229,"gi|148614185|gb|EF397654.1|Enterovirus_B|2006|2006|Russia|AS"
"1074",1074,227,"gi|255688388|gb|GQ352383.1|Echovirus_E6|2006|2006|Belarus|EU"
"1075",1075,228,"gi|148614193|gb|EF397658.1|Enterovirus_B|2005|2005|Azerbaijan|NA"
"1076",1076,229,"gi|315319121|gb|HQ674730.1|Echovirus_E6|2006|2006|Algeria|AF"
"1077",1077,229,"gi|315319119|gb|HQ674729.1|Echovirus_E6|2006|2006|Algeria|AF"
"1078",1078,238,"gi|315319147|gb|HQ674743.1|Echovirus_E6|1997|1997|Tunisia|AF"
"1079",1079,241,"gi|315319143|gb|HQ674741.1|Echovirus_E6|1997|1997|Tunisia|AF"
"1080",1080,240,"gi|315319155|gb|HQ674747.1|Echovirus_E6|1997|1997|Tunisia|AF"
"1081",1081,240,"gi|315319149|gb|HQ674744.1|Echovirus_E6|1997|1997|Tunisia|AF"
"1082",1082,240,"gi|315319133|gb|HQ674736.1|Echovirus_E6|1994|1994|Tunisia|AF"
"1083",1083,231,"gi|258523381|gb|FJ868295.1|Echovirus_E6|20_Feb_1991|1991|Australia|OC"
"1084",1084,272,"gi|159025636|emb|AM711082.1|Echovirus_E6|2006|2006|France|EU"
"1085",1085,243,"gi|159025564|emb|AM711046.1|Echovirus_E6|2006|2006|France|EU"
"1086",1086,232,"gi|159025562|emb|AM711045.1|Echovirus_E6|2006|2006|France|EU"
"1087",1087,239,"gi|159025604|emb|AM711066.1|Echovirus_E13|2006|2006|France|EU"
"1088",1088,231,"gi|159025582|emb|AM711055.1|Human_coxsackievirus_B2|2006|2006|France|EU"
"1089",1089,231,"gi|302127656|emb|FN691466.1|Echovirus_E6|2006|2006|France|EU"
"1090",1090,229,"gi|159025664|emb|AM711096.1|Echovirus_E13|2006|2006|France|EU"
"1091",1091,232,"gi|159885212|emb|AM711039.2|Echovirus_E6|2006|2006|France|EU"
"1092",1092,231,"gi|159025568|emb|AM711048.1|Echovirus_E13|2006|2006|France|EU"
"1093",1093,229,"gi|159025566|emb|AM711047.1|Echovirus_E6|2006|2006|France|EU"
"1094",1094,230,"gi|159025662|emb|AM711095.1|Echovirus_E6|2006|2006|France|EU"
"1095",1095,230,"gi|159025654|emb|AM711091.1|Echovirus_E13|2006|2006|France|EU"
"1096",1096,230,"gi|159025646|emb|AM711087.1|Echovirus_E13|2006|2006|France|EU"
"1097",1097,230,"gi|159025638|emb|AM711083.1|Echovirus_E30|2006|2006|France|EU"
"1098",1098,228,"gi|159025610|emb|AM711069.1|Echovirus_E18|2006|2006|France|EU"
"1099",1099,233,"gi|159025672|emb|AM711100.1|Echovirus_E18|2006|2006|France|EU"
"1100",1100,230,"gi|315319127|gb|HQ674733.1|Echovirus_E6|2002|2002|Algeria|AF"
"1101",1101,230,"gi|315319125|gb|HQ674732.1|Echovirus_E6|2002|2002|Algeria|AF"
"1102",1102,231,"gi|302127498|emb|FN688513.1|Echovirus_E6|2001|2001|France|EU"
"1103",1103,232,"gi|302127508|emb|FN688518.1|Echovirus_E6|2001|2001|France|EU"
"1104",1104,232,"gi|302127504|emb|FN688516.1|Echovirus_E6|2001|2001|France|EU"
"1105",1105,229,"gi|302127518|emb|FN688523.1|Echovirus_E6|2002|2002|France|EU"
"1106",1106,230,"gi|302127514|emb|FN688521.1|Echovirus_E6|2002|2002|France|EU"
"1107",1107,229,"gi|302127646|emb|FN691461.1|Echovirus_E6|2002|2002|France|EU"
"1108",1108,230,"gi|302127516|emb|FN688522.1|Echovirus_E6|2002|2002|France|EU"
"1109",1109,227,"gi|315319117|gb|HQ674728.1|Echovirus_E6|2002|2002|Algeria|AF"
"1110",1110,228,"gi|302127650|emb|FN691463.1|Echovirus_E6|2003|2003|France|EU"
"1111",1111,228,"gi|302127526|emb|FN688527.1|Echovirus_E6|2003|2003|France|EU"
"1112",1112,228,"gi|302127644|emb|FN691460.1|Echovirus_E6|2002|2002|France|EU"
"1113",1113,228,"gi|302127512|emb|FN688520.1|Echovirus_E6|2002|2002|France|EU"
"1114",1114,234,"gi|315319113|gb|HQ674726.1|Echovirus_E6|2002|2002|Algeria|AF"
"1115",1115,232,"gi|315319123|gb|HQ674731.1|Echovirus_E6|2002|2002|Algeria|AF"
"1116",1116,229,"gi|302127506|emb|FN688517.1|Echovirus_E6|2001|2001|France|EU"
"1117",1117,228,"gi|302127494|emb|FN688511.1|Echovirus_E6|2001|2001|France|EU"
"1118",1118,228,"gi|302127502|emb|FN688515.1|Echovirus_E6|2001|2001|France|EU"
