"","num","Differences","sequencename"
"1",1,642,"gi|8486127|ref|NC_002018.1|A/Puerto_Rico/8/1934_H1N1_|NA|NA|Puerto_Rico|NA"
"1762",1762,10,"gi|255529638|gb|GQ451498.1|B/Hawaii/02/2009|26_Mar_2009|2009|USA|NA"
"1763",1763,14,"gi|448269193|gb|KC458380.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1764",1764,13,"gi|448269277|gb|KC458408.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1765",1765,13,"gi|448269229|gb|KC458392.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1766",1766,13,"gi|448269172|gb|KC458373.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1767",1767,10,"gi|257815145|gb|GQ895063.1|B/Washington/01/2009|12_Feb_2009|2009|USA|NA"
"1768",1768,9,"gi|257815142|gb|GQ895059.1|B/Washington/01/2009|12_Feb_2009|2009|USA|NA"
"1769",1769,22,"gi|448267416|gb|KC457556.1|B/Japan/728/2009|17_Nov_2009|2009|Japan|AS"
"1770",1770,21,"gi|448269259|gb|KC458402.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1771",1771,19,"gi|448269124|gb|KC458357.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1772",1772,19,"gi|448269085|gb|KC458344.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1773",1773,13,"gi|448269271|gb|KC458406.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1774",1774,16,"gi|448269067|gb|KC458338.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1775",1775,13,"gi|448269226|gb|KC458391.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1776",1776,13,"gi|448269208|gb|KC458385.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1777",1777,13,"gi|448269205|gb|KC458384.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1778",1778,13,"gi|448269169|gb|KC458372.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1779",1779,13,"gi|448269160|gb|KC458369.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1780",1780,13,"gi|448269136|gb|KC458361.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1781",1781,13,"gi|448269103|gb|KC458350.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1782",1782,13,"gi|448269091|gb|KC458346.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1783",1783,13,"gi|448269073|gb|KC458340.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1784",1784,13,"gi|448269055|gb|KC458334.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1785",1785,13,"gi|448269031|gb|KC458326.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1786",1786,13,"gi|448269019|gb|KC458322.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1787",1787,13,"gi|448268995|gb|KC458314.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1788",1788,13,"gi|448268980|gb|KC458309.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1789",1789,13,"gi|448268968|gb|KC458305.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1790",1790,9,"gi|257815139|gb|GQ895057.1|B/Washington/01/2009|12_Feb_2009|2009|USA|NA"
"1791",1791,11,"gi|448269121|gb|KC458356.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1792",1792,11,"gi|448269064|gb|KC458337.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1793",1793,11,"gi|448269049|gb|KC458332.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1794",1794,11,"gi|448269037|gb|KC458328.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1795",1795,11,"gi|448269013|gb|KC458320.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1796",1796,8,"gi|354551864|gb|JN899548.1|B/Nevada/01/2009|28_Jan_2009|2009|USA|NA"
"1797",1797,8,"gi|251825301|gb|GQ340563.1|B/Hawaii/6/2008|12_Dec_2008|2008|USA|NA"
"1798",1798,8,"gi|255529599|gb|GQ451471.1|B/Hawaii/04/2009|31_Mar_2009|2009|USA|NA"
"1799",1799,8,"gi|218217937|gb|FJ549026.1|B/Hawaii/06/2008|12_Oct_2008|2008|USA|NA"
"1800",1800,16,"gi|448269016|gb|KC458321.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1801",1801,19,"gi|448267410|gb|KC457554.1|B/Japan/723/2009|17_Nov_2009|2009|Japan|AS"
"1802",1802,15,"gi|448269250|gb|KC458399.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1803",1803,15,"gi|448269043|gb|KC458330.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1804",1804,14,"gi|448269223|gb|KC458390.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1805",1805,14,"gi|448269220|gb|KC458389.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1806",1806,14,"gi|448269127|gb|KC458358.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1807",1807,12,"gi|448269274|gb|KC458407.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1808",1808,12,"gi|448269268|gb|KC458405.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1809",1809,12,"gi|448269265|gb|KC458404.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1810",1810,12,"gi|448269262|gb|KC458403.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1811",1811,12,"gi|448269247|gb|KC458398.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1812",1812,12,"gi|448269241|gb|KC458396.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1813",1813,12,"gi|448269235|gb|KC458394.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1814",1814,12,"gi|448269217|gb|KC458388.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1815",1815,12,"gi|448269214|gb|KC458387.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1816",1816,12,"gi|448269211|gb|KC458386.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1817",1817,12,"gi|448269199|gb|KC458382.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1818",1818,12,"gi|448269196|gb|KC458381.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1819",1819,12,"gi|448269190|gb|KC458379.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1820",1820,12,"gi|448269187|gb|KC458378.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1821",1821,12,"gi|448269178|gb|KC458375.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1822",1822,12,"gi|448269175|gb|KC458374.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1823",1823,12,"gi|448269166|gb|KC458371.1|B/Japan/700/2009|16_Nov_2009|2009|Japan|AS"
"1824",1824,12,"gi|448269157|gb|KC458368.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1825",1825,12,"gi|448269154|gb|KC458367.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1826",1826,12,"gi|448269151|gb|KC458366.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1827",1827,12,"gi|448269148|gb|KC458365.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1828",1828,12,"gi|448269145|gb|KC458364.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1829",1829,12,"gi|448269142|gb|KC458363.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1830",1830,12,"gi|448269139|gb|KC458362.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1831",1831,12,"gi|448269133|gb|KC458360.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1832",1832,12,"gi|448269130|gb|KC458359.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1833",1833,12,"gi|448269118|gb|KC458355.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1834",1834,12,"gi|448269115|gb|KC458354.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1835",1835,12,"gi|448269112|gb|KC458353.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1836",1836,12,"gi|448269109|gb|KC458352.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1837",1837,12,"gi|448269106|gb|KC458351.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1838",1838,12,"gi|448269100|gb|KC458349.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1839",1839,12,"gi|448269097|gb|KC458348.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1840",1840,12,"gi|448269094|gb|KC458347.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1841",1841,12,"gi|448269088|gb|KC458345.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1842",1842,12,"gi|448269082|gb|KC458343.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1843",1843,12,"gi|448269079|gb|KC458342.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1844",1844,12,"gi|448269076|gb|KC458341.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1845",1845,12,"gi|448269070|gb|KC458339.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1846",1846,12,"gi|448269061|gb|KC458336.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1847",1847,15,"gi|448269052|gb|KC458333.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1848",1848,12,"gi|448269046|gb|KC458331.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1849",1849,12,"gi|448269040|gb|KC458329.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1850",1850,12,"gi|448269034|gb|KC458327.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1851",1851,12,"gi|448269028|gb|KC458325.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1852",1852,12,"gi|448269025|gb|KC458324.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1853",1853,12,"gi|448269022|gb|KC458323.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1854",1854,12,"gi|448269010|gb|KC458319.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1855",1855,12,"gi|448269007|gb|KC458318.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1856",1856,12,"gi|448269004|gb|KC458317.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1857",1857,12,"gi|448269001|gb|KC458316.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1858",1858,12,"gi|448268998|gb|KC458315.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1859",1859,12,"gi|448268992|gb|KC458313.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1860",1860,12,"gi|448268989|gb|KC458312.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1861",1861,12,"gi|448268986|gb|KC458311.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1862",1862,12,"gi|448268983|gb|KC458310.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1863",1863,12,"gi|448268977|gb|KC458308.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1864",1864,12,"gi|448268974|gb|KC458307.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1865",1865,12,"gi|448268971|gb|KC458306.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1866",1866,38,"gi|448267407|gb|KC457553.1|B/Japan/719/2009|17_Nov_2009|2009|Japan|AS"
"1867",1867,32,"gi|448267404|gb|KC457552.1|B/Japan/712/2009|16_Nov_2009|2009|Japan|AS"
"1868",1868,26,"gi|448267401|gb|KC457551.1|B/Japan/711/2009|16_Nov_2009|2009|Japan|AS"
"1869",1869,26,"gi|448267398|gb|KC457550.1|B/Japan/708/2009|16_Nov_2009|2009|Japan|AS"
"1870",1870,26,"gi|448267395|gb|KC457549.1|B/Japan/706/2009|16_Nov_2009|2009|Japan|AS"
"1871",1871,26,"gi|448267392|gb|KC457548.1|B/Japan/705/2009|16_Nov_2009|2009|Japan|AS"
"1872",1872,32,"gi|448267386|gb|KC457546.1|B/Japan/702/2009|16_Nov_2009|2009|Japan|AS"
"1873",1873,26,"gi|448267377|gb|KC457543.1|B/Japan/692/2009|16_Nov_2009|2009|Japan|AS"
"1874",1874,32,"gi|448267374|gb|KC457542.1|B/Japan/691/2009|16_Nov_2009|2009|Japan|AS"
"1875",1875,26,"gi|448267371|gb|KC457541.1|B/Japan/689/2009|16_Nov_2009|2009|Japan|AS"
"1876",1876,38,"gi|448267368|gb|KC457540.1|B/Japan/688/2009|16_Nov_2009|2009|Japan|AS"
"1877",1877,38,"gi|448267365|gb|KC457539.1|B/Japan/683/2009|16_Nov_2009|2009|Japan|AS"
"1878",1878,12,"gi|333891254|gb|JF965371.1|B/Kol/273/2010|08_Apr_2010|2010|India|AS"
"1879",1879,13,"gi|327365432|gb|JF693266.1|B/Kol/202/2010|16_Mar_2010|2010|India|AS"
"1880",1880,33,"gi|189484143|gb|EU791324.1|B/Sukhbaatar/2488/2007|2007|2007|Mongolia|AS"
"1881",1881,7,"gi|189484155|gb|EU791328.1|B/Ulaanbaatar/2263/2007|2007|2007|Mongolia|AS"
"1882",1882,7,"gi|189484152|gb|EU791327.1|B/Ulaanbaatar/2232/2007|2007|2007|Mongolia|AS"
"1883",1883,7,"gi|189484149|gb|EU791326.1|B/Ulaanbaatar/2202/2007|2007|2007|Mongolia|AS"
"1884",1884,8,"gi|189484146|gb|EU791325.1|B/Ulaanbaatar/1924/2007|2007|2007|Mongolia|AS"
"1885",1885,11,"gi|333891244|gb|JF965366.1|B/Kol/N_2000/2009|14_Nov_2009|2009|India|AS"
"1886",1886,15,"gi|333891236|gb|JF965362.1|B/Kol/1373/2008|31_Jan_2008|2008|India|AS"
"1887",1887,11,"gi|476404583|gb|KC813759.1|B/Illinois/01/2011|04_Jan_2011|2011|USA|NA"
"1888",1888,11,"gi|354551728|gb|JN899500.1|B/Texas/06/2009|03_Mar_2009|2009|USA|NA"
"1889",1889,10,"gi|354551816|gb|JN899530.1|B/Hawaii/08/2009|21_Jul_2009|2009|USA|NA"
"1890",1890,12,"gi|356599179|gb|JN992913.1|B/Georgia/42/2010|14_Dec_2010|2010|USA|NA"
"1891",1891,11,"gi|251825331|gb|GQ340613.1|B/Pennsylvania/04/2008|31_Dec_2008|2008|USA|NA"
"1892",1892,11,"gi|251825328|gb|GQ340581.1|B/Pennsylvania/04/2008|31_Dec_2008|2008|USA|NA"
"1893",1893,11,"gi|255529728|gb|GQ451562.1|B/Washington/07/2009|27_Apr_2009|2009|USA|NA"
"1894",1894,10,"gi|255529695|gb|GQ451539.1|B/Virginia/02/2009|18_Feb_2009|2009|USA|NA"
"1895",1895,10,"gi|255529641|gb|GQ451500.1|B/Indiana/05/2009|11_Apr_2009|2009|USA|NA"
"1896",1896,10,"gi|255529677|gb|GQ451525.1|B/Alaska/03/2009|17_Mar_2009|2009|USA|NA"
"1897",1897,10,"gi|255529584|gb|GQ451461.1|B/Maryland/03/2009|20_Mar_2009|2009|USA|NA"
"1898",1898,9,"gi|354551572|gb|JN899445.1|B/Alaska/02/2009|04_Feb_2009|2009|USA|NA"
"1899",1899,9,"gi|354551531|gb|JN899431.1|B/Nebraska/01/2009|29_Jan_2009|2009|USA|NA"
"1900",1900,9,"gi|251825382|gb|GQ340617.1|B/Indiana/03/2009|06_Feb_2009|2009|USA|NA"
"1901",1901,9,"gi|255529674|gb|GQ451524.1|B/Washington/03/2009|29_Jan_2009|2009|USA|NA"
"1902",1902,9,"gi|255529596|gb|GQ451469.1|B/Pennsylvania/02/2009|09_Mar_2009|2009|USA|NA"
"1903",1903,9,"gi|255529593|gb|GQ451467.1|B/Ohio/01/2009|05_Feb_2009|2009|USA|NA"
"1904",1904,10,"gi|255529611|gb|GQ451479.1|B/Maryland/02/2009|17_Feb_2009|2009|USA|NA"
"1905",1905,12,"gi|255529653|gb|GQ451508.1|B/New_York/01/2009|30_Mar_2009|2009|USA|NA"
"1906",1906,10,"gi|255529704|gb|GQ451546.1|B/Indiana/04/2009|18_Mar_2009|2009|USA|NA"
"1907",1907,11,"gi|251825454|gb|GQ340663.1|B/Florida/01/2009|06_Jan_2009|2009|USA|NA"
"1908",1908,11,"gi|255529623|gb|GQ451488.1|B/Washington/05/2009|17_Mar_2009|2009|USA|NA"
"1909",1909,11,"gi|354551840|gb|JN899539.1|B/Illinois/01/2009|02_Jan_2009|2009|USA|NA"
"1910",1910,11,"gi|354551504|gb|JN899422.1|B/Illinois/01/2009|02_Jan_2009|2009|USA|NA"
"1911",1911,11,"gi|251825325|gb|GQ340579.1|B/Georgia/02/2008|28_Nov_2008|2008|USA|NA"
"1912",1912,11,"gi|251825430|gb|GQ340650.1|B/Oregon/01/2009|24_Feb_2009|2009|USA|NA"
"1913",1913,10,"gi|251825400|gb|GQ340628.1|B/Georgia/01/2009|15_Jan_2009|2009|USA|NA"
"1914",1914,22,"gi|448267428|gb|KC457560.1|B/Japan/901/2009|20_Nov_2009|2009|Japan|AS"
"1915",1915,10,"gi|196049996|gb|FJ009299.1|B/Michigan/03/2008|19_Mar_2008|2008|USA|NA"
"1916",1916,10,"gi|402485553|gb|JX465470.1|B/Gyeonggi/18/2010|15_Mar_2010|2010|South_Korea|AS"
"1917",1917,10,"gi|354551824|gb|JN899533.1|B/Hawaii/09/2009|29_Jul_2009|2009|USA|NA"
"1918",1918,10,"gi|354551564|gb|JN899442.1|B/Indiana/01/2009|14_Jan_2009|2009|USA|NA"
"1919",1919,10,"gi|333891242|gb|JF965365.1|B/Kol/2546/2009|17_Nov_2009|2009|India|AS"
"1920",1920,9,"gi|333891246|gb|JF965367.1|B/Kol/N_2047/2009|12_Dec_2009|2009|India|AS"
"1921",1921,9,"gi|327365426|gb|JF693264.1|B/Kol/N_1272/2009|24_Aug_2009|2009|India|AS"
"1922",1922,9,"gi|327365423|gb|JF693263.1|B/Kol/N_140/2009|13_Aug_2009|2009|India|AS"
"1923",1923,10,"gi|333891252|gb|JF965370.1|B/Kol/222/2010|24_Mar_2010|2010|India|AS"
"1924",1924,10,"gi|333891250|gb|JF965369.1|B/Kol/194/2010|11_Mar_2010|2010|India|AS"
"1925",1925,10,"gi|333891248|gb|JF965368.1|B/Kol/N_2121/2010|22_Jan_2010|2010|India|AS"
"1926",1926,10,"gi|327365435|gb|JF693267.1|B/Kol/372/2010|08_Jun_2010|2010|India|AS"
"1927",1927,10,"gi|327365429|gb|JF693265.1|B/Kol/2636/2010|03_Feb_2010|2010|India|AS"
"1928",1928,10,"gi|251825457|gb|GQ340667.1|B/California/05/2008|26_Nov_2008|2008|USA|NA"
"1929",1929,11,"gi|327365414|gb|JF693260.1|B/Kol/2044/2008|10_Oct_2008|2008|India|AS"
"1930",1930,8,"gi|556093176|gb|KF765547.1|B/Texas/24/2009|04_Mar_2009|2009|USA|NA"
"1931",1931,9,"gi|354551516|gb|JN899426.1|B/South_Carolina/01/2009|20_Jan_2009|2009|USA|NA"
"1932",1932,9,"gi|251825337|gb|GQ340585.1|B/South_Carolina/02/2009|03_Feb_2009|2009|USA|NA"
"1933",1933,9,"gi|251825418|gb|GQ340642.1|B/Missouri/01/2009|02_Jan_2009|2009|USA|NA"
"1934",1934,8,"gi|354551843|gb|JN899540.1|B/Indiana/02/2009|02_Feb_2009|2009|USA|NA"
"1935",1935,8,"gi|251825415|gb|GQ340640.1|B/Virginia/01/2009|05_Jan_2009|2009|USA|NA"
"1936",1936,8,"gi|251825310|gb|GQ340569.1|B/Florida/28/2008|12_Dec_2008|2008|USA|NA"
"1937",1937,8,"gi|255529683|gb|GQ451529.1|B/Florida/02/2009|04_Feb_2009|2009|USA|NA"
"1938",1938,8,"gi|255529635|gb|GQ451496.1|B/Florida/04/2009|03_Mar_2009|2009|USA|NA"
"1939",1939,8,"gi|255529578|gb|GQ451457.1|B/Florida/03/2009|11_Feb_2009|2009|USA|NA"
"1940",1940,8,"gi|222433681|gb|FJ686901.1|B/Florida/18/2008|25_Nov_2008|2008|USA|NA"
"1941",1941,8,"gi|222433647|gb|FJ686887.1|B/Florida/25/2008|11_Dec_2008|2008|USA|NA"
"1942",1942,9,"gi|356599376|gb|JN992988.1|B/Hawaii/10/2009|19_Oct_2009|2009|USA|NA"
"1943",1943,9,"gi|251825403|gb|GQ340632.1|B/New_Hampshire/01/2009|09_Jan_2009|2009|USA|NA"
"1944",1944,9,"gi|255529686|gb|GQ451531.1|B/Minnesota/07/2009|05_Apr_2009|2009|USA|NA"
"1945",1945,9,"gi|255529644|gb|GQ451502.1|B/Minnesota/04/2009|16_Apr_2009|2009|USA|NA"
"1946",1946,8,"gi|488465114|gb|KC891779.1|B/New_Mexico/07/2011|21_Nov_2011|2011|USA|NA"
"1947",1947,8,"gi|307101754|gb|CY073894.1|B/Brisbane/60/2008|Aug_2008|2008|Australia|OC"
"1948",1948,8,"gi|255529734|gb|GQ451566.1|B/Wisconsin/03/2009|19_Mar_2009|2009|USA|NA"
"1949",1949,8,"gi|255529659|gb|GQ451512.1|B/Wisconsin/03/2009|19_Mar_2009|2009|USA|NA"
"1950",1950,8,"gi|354551883|gb|JN899555.1|B/Texas/26/2008|24_Nov_2008|2008|USA|NA"
"1951",1951,8,"gi|354551808|gb|JN899527.1|B/Texas/26/2008|24_Nov_2008|2008|USA|NA"
"1952",1952,8,"gi|222433686|gb|FJ686903.1|B/Texas/26/2008|24_Nov_2008|2008|USA|NA"
"1953",1953,9,"gi|222433676|gb|FJ686899.1|B/Texas/26/2008|24_Nov_2008|2008|USA|NA"
"1954",1954,18,"gi|448267431|gb|KC457561.1|B/Japan/902/2009|20_Nov_2009|2009|Japan|AS"
"1955",1955,8,"gi|556093149|gb|KF765536.1|B/Texas/21/2009|04_Feb_2009|2009|USA|NA"
"1956",1956,8,"gi|251825361|gb|GQ340603.1|B/Texas/05/2009|04_Feb_2009|2009|USA|NA"
"1957",1957,8,"gi|354551880|gb|JN899554.1|B/Texas/03/2009|22_Jan_2009|2009|USA|NA"
"1958",1958,8,"gi|255529665|gb|GQ451517.1|B/Texas/10/2009|08_Apr_2009|2009|USA|NA"
"1959",1959,8,"gi|251825346|gb|GQ340607.1|B/Hawaii/01/2009|26_Jan_2009|2009|USA|NA"
"1960",1960,8,"gi|251825343|gb|GQ340589.1|B/Hawaii/01/2009|26_Jan_2009|2009|USA|NA"
"1961",1961,8,"gi|222433614|gb|FJ686874.1|B/Texas/27/2008|24_Nov_2008|2008|USA|NA"
"1962",1962,20,"gi|448267434|gb|KC457562.1|B/Japan/904/2009|20_Nov_2009|2009|Japan|AS"
"1963",1963,25,"gi|448267437|gb|KC457563.1|B/Japan/914/2009|20_Nov_2009|2009|Japan|AS"
"1964",1964,7,"gi|556093164|gb|KF765542.1|B/Texas/20/2009|27_Jan_2009|2009|USA|NA"
"1965",1965,7,"gi|556093152|gb|KF765537.1|B/Texas/22/2009|05_Feb_2009|2009|USA|NA"
"1966",1966,7,"gi|556093144|gb|KF765534.1|B/Texas/23/2009|18_Feb_2009|2009|USA|NA"
"1967",1967,7,"gi|354551662|gb|JN899478.1|B/Minnesota/02/2009|12_Mar_2009|2009|USA|NA"
"1968",1968,7,"gi|251825451|gb|GQ340660.1|B/Texas/01/2009|01_Jan_2009|2009|USA|NA"
"1969",1969,7,"gi|251825448|gb|GQ340658.1|B/Pennsylvania/03/2008|15_Dec_2008|2008|USA|NA"
"1970",1970,7,"gi|251825427|gb|GQ340648.1|B/Minnesota/01/2009|10_Jan_2009|2009|USA|NA"
"1971",1971,7,"gi|251825412|gb|GQ340638.1|B/Texas/42/2008|31_Dec_2008|2008|USA|NA"
"1972",1972,7,"gi|251825397|gb|GQ340625.1|B/Texas/23/2008|22_Oct_2008|2008|USA|NA"
"1973",1973,7,"gi|251825355|gb|GQ340599.1|B/Montana/01/2009|15_Jan_2009|2009|USA|NA"
"1974",1974,7,"gi|251825319|gb|GQ340576.1|B/Texas/04/2009|04_Feb_2009|2009|USA|NA"
"1975",1975,7,"gi|255529716|gb|GQ451554.1|B/Texas/08/2009|05_Mar_2009|2009|USA|NA"
"1976",1976,7,"gi|255529707|gb|GQ451548.1|B/Iowa/01/2009|09_Mar_2009|2009|USA|NA"
"1977",1977,7,"gi|255529689|gb|GQ451535.1|B/Texas/09/2009|16_Mar_2009|2009|USA|NA"
"1978",1978,7,"gi|255529680|gb|GQ451527.1|B/California/02/2009|01_Feb_2009|2009|USA|NA"
"1979",1979,7,"gi|255529629|gb|GQ451492.1|B/Tennessee/03/2009|11_Mar_2009|2009|USA|NA"
"1980",1980,7,"gi|255529590|gb|GQ451465.1|B/New_Mexico/02/2009|18_Mar_2009|2009|USA|NA"
"1981",1981,7,"gi|222433711|gb|FJ686913.1|B/Texas/22/2008|22_Oct_2008|2008|USA|NA"
"1982",1982,7,"gi|222433696|gb|FJ686907.1|B/Texas/25/2008|18_Nov_2008|2008|USA|NA"
"1983",1983,7,"gi|222433652|gb|FJ686889.1|B/Texas/34/2008|28_Dec_2008|2008|USA|NA"
"1984",1984,7,"gi|218218020|gb|FJ549066.1|B/Texas/24/2008|21_Oct_2008|2008|USA|NA"
"1985",1985,7,"gi|218217955|gb|FJ549034.1|B/Texas/23/2008|22_Oct_2008|2008|USA|NA"
"1986",1986,11,"gi|549413180|gb|CY154332.1|B/Victoria/804/2011|05_Aug_2011|2011|Australia|OC"
"1987",1987,10,"gi|476405509|gb|KC814112.1|B/Nevada/16/2011|23_Aug_2011|2011|USA|NA"
"1988",1988,11,"gi|476405285|gb|KC814025.1|B/Alaska/08/2011|05_Apr_2011|2011|USA|NA"
"1989",1989,9,"gi|476405255|gb|KC814014.1|B/California/10/2011|02_Mar_2011|2011|USA|NA"
"1990",1990,10,"gi|356599832|gb|JN993159.1|B/Hawaii/18/2010|07_Dec_2010|2010|USA|NA"
"1991",1991,12,"gi|476405223|gb|KC814002.1|B/Alaska/07/2011|03_Mar_2011|2011|USA|NA"
"1992",1992,11,"gi|476405133|gb|KC813967.1|B/Alaska/06/2011|24_Jan_2011|2011|USA|NA"
"1993",1993,11,"gi|476404615|gb|KC813771.1|B/Alaska/01/2011|08_Jan_2011|2011|USA|NA"
"1994",1994,44,"gi|333454692|gb|CY090786.1|B/Bucuresti/7114/2011|07_Mar_2011|2011|Romania|NA"
"1995",1995,11,"gi|476405095|gb|KC813952.1|B/Alabama/02/2011|04_Apr_2011|2011|USA|NA"
"1996",1996,37,"gi|333454695|gb|CY090787.1|B/Iasi/2513/2011|14_Mar_2011|2011|Romania|NA"
"1997",1997,11,"gi|476404705|gb|KC813805.1|B/Nevada/03/2011|02_Feb_2011|2011|USA|NA"
"1998",1998,12,"gi|594220607|gb|CY175675.1|B/New_York/1262/2011|02_Feb_2011|2011|USA|NA"
"1999",1999,12,"gi|476405157|gb|KC813976.1|B/Texas/05/2011|09_Feb_2011|2011|USA|NA"
